"subj_idx","trial_num","stim","rt","response","age"
"121815_1",15,"None",4502,0,4.59
"121815_1",16,"Some",3814,0,4.59
"121815_1",17,"All",5648,1,4.59
"121815_1",18,"Some",2986,0,4.59
"121815_1",19,"All",3726,0,4.59
"121815_1",20,"All",2332,1,4.59
"121815_1",21,"None",4199,1,4.59
"121815_1",22,"All",4669,0,4.59
"121815_1",23,"None",6218,0,4.59
"121815_1",24,"All",2382,1,4.59
"121815_1",25,"All",4673,0,4.59
"121815_1",26,"Some",2868,1,4.59
"121815_1",27,"All",3349,0,4.59
"121815_1",28,"Some",2270,0,4.59
"121815_1",29,"None",3481,0,4.59
"121815_1",30,"All",4623,0,4.59
"121815_3",1,"All",3411,1,4.38
"121815_3",2,"None",1477,0,4.38
"121815_3",3,"None",4166,1,4.38
"121815_3",4,"Some",2891,1,4.38
"121815_3",5,"None",3533,1,4.38
"121815_3",6,"None",3399,1,4.38
"121815_3",7,"All",2074,1,4.38
"121815_3",8,"None",4863,1,4.38
"121815_3",9,"Some",6286,1,4.38
"121815_3",10,"Some",2118,1,4.38
"121815_3",11,"Some",1437,1,4.38
"121815_3",12,"None",6913,1,4.38
"121815_3",13,"All",1859,1,4.38
"121815_3",14,"Some",1896,1,4.38
"121815_3",15,"Some",2273,1,4.38
"121815_3",16,"All",1640,1,4.38
"121815_3",17,"All",3412,1,4.38
"121815_3",18,"All",1541,1,4.38
"121815_3",19,"None",2812,1,4.38
"121815_3",20,"Some",6532,1,4.38
"121815_3",21,"Some",5107,1,4.38
"121815_3",22,"All",4827,1,4.38
"121815_3",23,"All",904,1,4.38
"121815_3",24,"Some",14635,1,4.38
"121815_3",25,"None",2235,0,4.38
"121815_3",26,"Some",1205,1,4.38
"121815_3",27,"None",1518,1,4.38
"121815_3",28,"None",6291,1,4.38
"121815_3",29,"All",3045,1,4.38
"121815_3",30,"All",1901,1,4.38
"121815_4",1,"None",6175,0,4.98
"121815_4",2,"All",3175,1,4.98
"121815_4",3,"Some",4822,0,4.98
"121815_4",4,"All",3935,1,4.98
"121815_4",5,"All",1221,1,4.98
"121815_4",6,"None",4682,0,4.98
"121815_4",7,"All",5538,1,4.98
"121815_4",8,"Some",3713,1,4.98
"121815_4",9,"All",1119,1,4.98
"121815_4",10,"All",1750,1,4.98
"121815_4",11,"None",1585,0,4.98
"121815_4",12,"Some",1863,1,4.98
"121815_4",13,"Some",2661,1,4.98
"121815_4",14,"All",1299,1,4.98
"121815_4",15,"All",1274,1,4.98
"121815_4",16,"All",1659,1,4.98
"121815_4",17,"None",2143,0,4.98
"121815_4",18,"Some",1842,1,4.98
"121815_4",19,"Some",1316,1,4.98
"121815_4",20,"None",1860,0,4.98
"121815_4",21,"Some",2077,0,4.98
"121815_4",22,"None",1555,0,4.98
"121815_4",23,"Some",1765,0,4.98
"121815_4",24,"Some",1774,0,4.98
"121815_4",25,"None",1160,0,4.98
"121815_4",26,"None",1235,0,4.98
"121815_4",27,"None",3117,0,4.98
"121815_4",28,"All",1051,1,4.98
"121815_4",29,"Some",1327,1,4.98
"121815_4",30,"None",1257,0,4.98
"1616_1",1,"Some",9608,0,4
"1616_1",3,"Some",9003,0,4
"1616_1",6,"All",8872,1,4
"1616_1",7,"Some",12797,0,4
"1616_1",8,"Some",6729,0,4
"1616_1",9,"Some",6449,0,4
"1616_1",10,"Some",8389,0,4
"1616_1",12,"All",3968,1,4
"1616_1",13,"All",4485,1,4
"1616_1",14,"All",11988,1,4
"1616_1",16,"None",7890,0,4
"1616_1",18,"None",13996,1,4
"1616_1",19,"Some",5863,0,4
"1616_1",20,"None",11804,1,4
"1616_1",21,"None",5876,1,4
"1616_1",22,"None",10568,1,4
"1616_1",23,"None",7255,0,4
"1616_1",24,"All",4622,1,4
"1616_1",25,"All",7112,1,4
"1616_1",26,"Some",1793,0,4
"1616_1",27,"All",5162,1,4
"1616_1",28,"All",11344,1,4
"1616_1",29,"All",5227,1,4
"1616_1",30,"Some",13965,0,4
"1616_2",1,"None",8056,1,5.94
"1616_2",2,"All",5315,1,5.94
"1616_2",3,"None",2788,1,5.94
"1616_2",4,"None",3044,1,5.94
"1616_2",5,"Some",2267,1,5.94
"1616_2",6,"Some",1183,1,5.94
"1616_2",7,"All",1066,1,5.94
"1616_2",8,"All",1141,1,5.94
"1616_2",10,"None",2674,1,5.94
"1616_2",11,"Some",1982,1,5.94
"1616_2",12,"None",3601,1,5.94
"1616_2",13,"All",1918,1,5.94
"1616_2",14,"Some",3292,1,5.94
"1616_2",15,"Some",1539,1,5.94
"1616_2",16,"All",888,1,5.94
"1616_2",17,"Some",2253,1,5.94
"1616_2",18,"All",868,1,5.94
"1616_2",20,"None",3530,1,5.94
"1616_2",21,"All",3418,1,5.94
"1616_2",22,"Some",1226,1,5.94
"1616_2",23,"All",1539,1,5.94
"1616_2",24,"None",7119,1,5.94
"1616_2",25,"All",2549,1,5.94
"1616_2",26,"Some",2387,1,5.94
"1616_2",27,"Some",2423,1,5.94
"1616_2",29,"None",8062,1,5.94
"1616_2",30,"Some",1923,1,5.94
"1616_1",1,"All",12611,1,4
"1616_5",1,"All",2304,0,5.63
"1616_5",3,"None",4280,0,5.63
"1616_5",4,"Some",2025,0,5.63
"1616_5",5,"All",718,1,5.63
"1616_5",6,"None",2053,1,5.63
"1616_5",7,"Some",1351,1,5.63
"1616_5",8,"All",2688,1,5.63
"1616_5",9,"All",710,1,5.63
"1616_5",10,"None",1848,1,5.63
"1616_5",11,"None",1213,1,5.63
"1616_5",12,"Some",1439,1,5.63
"1616_5",13,"All",2638,0,5.63
"1616_5",14,"All",5441,0,5.63
"1616_5",15,"Some",2338,1,5.63
"1616_5",16,"None",1621,1,5.63
"1616_5",17,"None",783,1,5.63
"1616_5",18,"Some",1041,1,5.63
"1616_5",19,"All",2116,1,5.63
"1616_5",20,"None",2201,1,5.63
"1616_5",21,"None",2608,1,5.63
"1616_5",22,"All",1979,1,5.63
"1616_5",23,"Some",976,1,5.63
"1616_5",24,"Some",1433,1,5.63
"1616_5",25,"Some",5901,0,5.63
"1616_5",26,"All",1965,1,5.63
"1616_5",27,"Some",1075,1,5.63
"1616_5",28,"Some",2288,1,5.63
"1616_5",29,"None",2205,1,5.63
"1616_5",30,"None",1153,1,5.63
"1616_8",1,"All",8281,1,5.94
"1616_8",2,"Some",3841,0,5.94
"1616_8",3,"None",9172,1,5.94
"1616_8",4,"All",2027,1,5.94
"1616_8",5,"All",1593,1,5.94
"1616_8",6,"Some",1684,0,5.94
"1616_8",7,"None",2558,1,5.94
"1616_8",8,"None",4092,1,5.94
"1616_8",9,"None",3148,1,5.94
"1616_8",10,"All",1581,1,5.94
"1616_8",11,"None",2581,1,5.94
"1616_8",12,"All",3179,1,5.94
"1616_8",13,"All",2040,1,5.94
"1616_8",14,"All",2362,1,5.94
"1616_8",15,"All",2540,1,5.94
"1616_8",16,"Some",3386,0,5.94
"1616_8",17,"None",1669,1,5.94
"1616_8",18,"None",2100,1,5.94
"1616_8",19,"Some",1613,0,5.94
"1616_8",20,"Some",2360,0,5.94
"1616_8",21,"All",2604,1,5.94
"1616_8",22,"Some",1792,0,5.94
"1616_8",23,"None",2732,1,5.94
"1616_8",24,"None",1687,1,5.94
"1616_8",25,"None",3760,1,5.94
"1616_8",26,"Some",2270,0,5.94
"1616_8",27,"Some",1439,0,5.94
"1616_8",28,"Some",1334,0,5.94
"1616_8",29,"Some",1219,0,5.94
"1616_8",30,"All",1052,1,5.94
"1616_9",1,"All",4074,1,4.06
"1616_9",2,"All",2616,0,4.06
"1616_9",3,"Some",2414,1,4.06
"1616_9",4,"None",4415,1,4.06
"1616_9",5,"Some",2550,1,4.06
"1616_9",6,"All",2719,1,4.06
"1616_9",7,"Some",3313,1,4.06
"1616_9",8,"All",1701,1,4.06
"1616_9",9,"All",2604,1,4.06
"1616_9",10,"None",2552,0,4.06
"1616_9",11,"None",4265,0,4.06
"1616_9",12,"Some",2455,1,4.06
"1616_9",13,"Some",1804,1,4.06
"1616_9",14,"All",2153,0,4.06
"1616_9",15,"None",5115,0,4.06
"1616_9",16,"All",1308,1,4.06
"1616_9",17,"All",2309,1,4.06
"1616_9",18,"None",3209,0,4.06
"1616_9",19,"Some",1183,1,4.06
"1616_9",20,"None",2090,0,4.06
"1616_9",21,"None",3896,0,4.06
"1616_9",22,"None",2315,1,4.06
"1616_9",23,"None",2153,0,4.06
"1616_9",24,"Some",2221,1,4.06
"1616_9",25,"None",3601,1,4.06
"1616_9",26,"All",3268,1,4.06
"1616_9",27,"All",1255,1,4.06
"1616_9",28,"Some",2704,0,4.06
"1616_9",29,"Some",1535,1,4.06
"1616_9",30,"Some",1288,1,4.06
"1716_1",1,"All",10726,0,3.73
"1716_1",2,"None",8157,0,3.73
"1716_1",3,"Some",4943,0,3.73
"1716_1",4,"None",2799,0,3.73
"1716_1",5,"None",8621,0,3.73
"1716_1",6,"None",1347,0,3.73
"1716_1",7,"Some",10645,0,3.73
"1716_1",8,"None",1941,0,3.73
"1716_1",9,"None",3176,0,3.73
"1716_1",10,"None",706,0,3.73
"1716_1",11,"Some",1949,0,3.73
"1716_1",12,"All",1034,1,3.73
"1716_1",13,"All",1693,1,3.73
"1716_1",14,"Some",983,0,3.73
"1716_1",17,"Some",1010,1,3.73
"1716_1",18,"Some",1207,1,3.73
"1716_1",19,"All",7987,1,3.73
"1716_1",20,"Some",870,0,3.73
"1716_2",1,"Some",1688,0,5.05
"1716_2",2,"None",1261,0,5.05
"1716_2",3,"None",2928,0,5.05
"1716_2",4,"All",1597,1,5.05
"1716_2",5,"Some",1284,0,5.05
"1716_2",6,"Some",1849,0,5.05
"1716_2",7,"Some",1590,0,5.05
"1716_2",8,"All",1343,1,5.05
"1716_2",9,"None",1507,0,5.05
"1716_2",10,"Some",1323,0,5.05
"1716_2",11,"All",1334,0,5.05
"1716_2",12,"None",1361,0,5.05
"1716_2",13,"Some",3529,0,5.05
"1716_2",14,"Some",1051,0,5.05
"1716_2",15,"None",1875,0,5.05
"1716_2",16,"All",3123,1,5.05
"1716_2",17,"None",2536,0,5.05
"1716_2",18,"Some",1744,0,5.05
"1716_2",19,"None",1169,0,5.05
"1716_2",20,"None",958,0,5.05
"1716_2",21,"All",1495,1,5.05
"1716_2",22,"All",1852,1,5.05
"1716_2",23,"None",904,0,5.05
"1716_2",24,"All",881,1,5.05
"1716_2",26,"Some",1495,0,5.05
"1716_2",27,"All",1466,1,5.05
"1716_2",28,"All",936,1,5.05
"1716_2",29,"All",1475,1,5.05
"1716_2",30,"None",1405,0,5.05
"1716_3",1,"None",4004,1,4.6
"1716_3",2,"All",3041,1,4.6
"1716_3",3,"Some",4337,1,4.6
"1716_3",4,"Some",3377,1,4.6
"1716_3",5,"All",1950,1,4.6
"1716_3",6,"All",1429,1,4.6
"1716_3",7,"Some",1982,1,4.6
"1716_3",8,"Some",1214,1,4.6
"1716_3",9,"None",5768,1,4.6
"1716_3",10,"Some",2612,1,4.6
"1716_3",11,"Some",1786,1,4.6
"1716_3",12,"Some",3010,1,4.6
"1716_3",13,"None",3365,1,4.6
"1716_3",14,"All",1441,1,4.6
"1716_3",15,"All",3318,1,4.6
"1716_3",16,"None",3247,0,4.6
"1716_3",17,"All",2285,0,4.6
"1716_3",18,"None",2552,0,4.6
"1716_3",19,"All",1705,1,4.6
"1716_3",20,"All",1212,1,4.6
"1716_3",21,"Some",982,1,4.6
"1716_3",22,"None",2187,0,4.6
"1716_3",23,"All",1405,1,4.6
"1716_3",24,"None",1950,0,4.6
"1716_3",25,"Some",1902,1,4.6
"1716_3",26,"All",1148,1,4.6
"1716_3",27,"None",2492,0,4.6
"1716_3",28,"None",3911,0,4.6
"1716_3",29,"Some",3474,1,4.6
"1716_3",30,"None",5474,0,4.6
"1816_1",1,"None",14741,0,4.57
"1816_1",2,"Some",3291,0,4.57
"1816_1",3,"Some",6225,1,4.57
"1816_1",4,"Some",4188,0,4.57
"1816_1",5,"All",3352,1,4.57
"1816_1",6,"None",3887,0,4.57
"1816_1",7,"Some",2084,1,4.57
"1816_1",8,"None",2449,0,4.57
"1816_1",9,"All",2627,0,4.57
"1816_1",10,"All",1470,1,4.57
"1816_1",11,"All",1588,0,4.57
"1816_1",12,"None",1589,0,4.57
"1816_1",13,"All",1400,1,4.57
"1816_1",14,"All",1905,1,4.57
"1816_1",15,"All",1582,1,4.57
"1816_1",16,"All",1554,1,4.57
"1816_1",17,"None",3069,0,4.57
"1816_1",18,"None",1335,0,4.57
"1816_1",19,"Some",1010,0,4.57
"1816_1",20,"None",2492,0,4.57
"1816_1",21,"Some",2200,0,4.57
"1816_1",22,"All",912,1,4.57
"1816_1",23,"None",12393,1,4.57
"1816_1",24,"Some",2971,1,4.57
"1816_1",25,"Some",3333,0,4.57
"1816_1",26,"None",2076,1,4.57
"1816_1",27,"Some",1959,1,4.57
"1816_1",28,"All",1712,1,4.57
"1816_1",29,"None",1538,0,4.57
"1816_1",30,"Some",1234,0,4.57
"1816_2",1,"All",1527,1,4.89
"1816_2",2,"All",1459,1,4.89
"1816_2",3,"Some",4952,0,4.89
"1816_2",4,"Some",1266,1,4.89
"1816_2",5,"All",1570,1,4.89
"1816_2",6,"Some",3099,0,4.89
"1816_2",7,"Some",5794,0,4.89
"1816_2",8,"None",1102,1,4.89
"1816_2",9,"Some",2446,1,4.89
"1816_2",10,"None",7377,0,4.89
"1816_2",11,"Some",1334,0,4.89
"1816_2",12,"All",779,1,4.89
"1816_2",13,"None",7007,0,4.89
"1816_2",14,"None",2217,0,4.89
"1816_2",15,"None",1730,1,4.89
"1816_2",16,"Some",2030,1,4.89
"1816_2",17,"Some",4924,0,4.89
"1816_2",19,"All",1679,0,4.89
"1816_2",20,"All",2028,1,4.89
"1816_2",21,"Some",1168,0,4.89
"1816_2",22,"None",14503,1,4.89
"1816_2",23,"None",2815,0,4.89
"1816_2",24,"None",6622,0,4.89
"1816_2",25,"None",2508,0,4.89
"1816_2",26,"Some",1115,1,4.89
"1816_2",27,"All",1579,0,4.89
"1816_2",28,"None",4020,0,4.89
"1816_2",29,"All",2407,1,4.89
"1816_3",1,"None",2696,1,4.62
"1816_3",2,"None",2629,1,4.62
"1816_3",3,"None",1844,1,4.62
"1816_3",4,"None",1942,1,4.62
"1816_3",5,"All",1979,1,4.62
"1816_3",6,"Some",1875,0,4.62
"1816_3",7,"All",3052,1,4.62
"1816_3",8,"All",1173,1,4.62
"1816_3",9,"None",2109,1,4.62
"1816_3",10,"None",3683,1,4.62
"1816_3",11,"All",4301,1,4.62
"1816_3",12,"Some",2104,1,4.62
"1816_3",13,"All",1449,1,4.62
"1816_3",14,"Some",2358,1,4.62
"1816_3",15,"All",1929,1,4.62
"1816_3",16,"Some",2046,1,4.62
"1816_3",17,"Some",2648,0,4.62
"1816_3",18,"None",4324,1,4.62
"1816_3",19,"All",1336,0,4.62
"1816_3",20,"Some",2105,1,4.62
"1816_3",21,"Some",3763,1,4.62
"1816_3",22,"None",1867,0,4.62
"1816_3",23,"None",4286,0,4.62
"1816_3",25,"All",3279,0,4.62
"1816_3",26,"Some",4258,0,4.62
"1816_3",27,"Some",4798,0,4.62
"1816_3",28,"Some",3376,0,4.62
"1816_3",29,"None",1819,1,4.62
"1816_3",30,"All",1309,0,4.62
"1816_4",1,"All",2096,1,5.81
"1816_4",2,"None",6582,1,5.81
"1816_4",3,"None",1346,1,5.81
"1816_4",4,"All",1054,1,5.81
"1816_4",5,"Some",2707,0,5.81
"1816_4",6,"Some",1421,0,5.81
"1816_4",7,"All",1172,1,5.81
"1816_4",8,"All",2642,1,5.81
"1816_4",9,"All",1322,0,5.81
"1816_4",10,"All",1285,1,5.81
"1816_4",11,"None",1449,1,5.81
"1816_4",12,"Some",1408,0,5.81
"1816_4",13,"Some",1234,0,5.81
"1816_4",14,"None",1856,1,5.81
"1816_4",15,"Some",2142,0,5.81
"1816_4",16,"None",1461,1,5.81
"1816_4",17,"None",1728,1,5.81
"1816_4",18,"All",1045,1,5.81
"1816_4",19,"None",1310,1,5.81
"1816_4",20,"None",1993,1,5.81
"1816_4",21,"None",1375,1,5.81
"1816_4",22,"Some",1135,0,5.81
"1816_4",23,"All",1059,1,5.81
"1816_4",24,"All",1248,1,5.81
"1816_4",25,"All",1423,1,5.81
"1816_4",26,"Some",1137,0,5.81
"1816_4",27,"None",1222,1,5.81
"1816_4",28,"Some",1118,0,5.81
"1816_4",29,"Some",1549,0,5.81
"1816_4",30,"Some",1069,0,5.81
"1816_5",1,"None",2501,1,4.13
"1816_5",2,"Some",1660,0,4.13
"1816_5",3,"Some",2045,0,4.13
"1816_5",4,"Some",1845,0,4.13
"1816_5",5,"All",1747,1,4.13
"1816_5",6,"None",1307,1,4.13
"1816_5",7,"All",1121,1,4.13
"1816_5",8,"None",1266,1,4.13
"1816_5",9,"None",2008,1,4.13
"1816_5",10,"Some",2174,0,4.13
"1816_5",11,"All",1525,1,4.13
"1816_5",12,"All",1711,1,4.13
"1816_5",13,"Some",1987,0,4.13
"1816_5",14,"Some",1493,0,4.13
"1816_5",15,"All",874,1,4.13
"1816_5",16,"All",1729,1,4.13
"1816_5",17,"All",1550,1,4.13
"1816_5",18,"Some",1669,0,4.13
"1816_5",19,"None",1664,1,4.13
"1816_5",20,"Some",2433,0,4.13
"1816_5",21,"None",4708,1,4.13
"1816_5",22,"None",2110,1,4.13
"1816_5",23,"Some",1680,0,4.13
"1816_5",24,"All",1177,1,4.13
"1816_5",25,"All",2267,1,4.13
"1816_5",26,"Some",1500,0,4.13
"1816_5",27,"None",3798,1,4.13
"1816_5",28,"None",1216,1,4.13
"1816_5",29,"None",1706,1,4.13
"1816_5",30,"All",1191,1,4.13
"1816_6",1,"Some",5358,0,4.47
"1816_6",2,"None",4375,0,4.47
"1816_6",3,"Some",4906,0,4.47
"1816_6",4,"Some",3068,0,4.47
"1816_6",5,"All",4240,1,4.47
"1816_6",6,"None",4939,1,4.47
"1816_6",7,"None",4916,0,4.47
"1816_6",8,"All",6308,1,4.47
"1816_6",9,"All",3406,1,4.47
"1816_6",10,"All",3228,1,4.47
"1816_6",11,"None",4172,0,4.47
"1816_6",12,"None",4885,0,4.47
"1816_6",13,"Some",2026,0,4.47
"1816_6",14,"Some",3692,0,4.47
"1816_6",16,"None",4208,0,4.47
"1816_6",17,"Some",4925,0,4.47
"1816_6",18,"All",4448,1,4.47
"1816_6",19,"None",11671,0,4.47
"1816_6",20,"Some",13764,1,4.47
"1816_6",21,"All",13677,1,4.47
"1816_6",22,"None",3378,0,4.47
"1816_6",23,"All",7120,0,4.47
"1816_6",24,"Some",1316,0,4.47
"1816_6",25,"All",5619,0,4.47
"1816_6",26,"Some",3930,0,4.47
"1816_6",27,"All",2969,1,4.47
"1816_6",28,"None",3508,0,4.47
"1816_6",29,"All",2146,1,4.47
"1816_6",30,"None",4027,0,4.47
"11016_1",1,"None",11061,0,4.64
"11016_1",2,"Some",1900,0,4.64
"11016_1",3,"All",2069,1,4.64
"11016_1",4,"All",1856,1,4.64
"11016_1",5,"All",2007,1,4.64
"11016_1",6,"All",2040,1,4.64
"11016_1",7,"None",1845,0,4.64
"11016_1",8,"All",5308,1,4.64
"11016_1",9,"None",5671,0,4.64
"11016_1",10,"None",1130,0,4.64
"11016_1",11,"Some",9586,1,4.64
"11016_1",12,"None",1042,0,4.64
"11016_1",13,"Some",4332,0,4.64
"11016_1",14,"None",7431,0,4.64
"11016_1",15,"Some",1053,0,4.64
"11016_1",16,"Some",1617,0,4.64
"11016_1",17,"All",3009,1,4.64
"11016_1",18,"None",1053,0,4.64
"11016_1",19,"Some",2143,1,4.64
"11016_1",20,"None",1046,0,4.64
"11016_1",21,"Some",1835,0,4.64
"11016_1",22,"Some",1524,0,4.64
"11016_1",23,"Some",1574,0,4.64
"11016_1",24,"All",1417,1,4.64
"11016_1",25,"None",979,0,4.64
"11016_1",26,"Some",3773,1,4.64
"11016_1",27,"All",2163,1,4.64
"11016_1",28,"All",2039,1,4.64
"11016_1",29,"None",2773,0,4.64
"11016_1",30,"All",1140,1,4.64
"11016_2",1,"Some",3024,0,3.71
"11016_2",2,"Some",2366,0,3.71
"11016_2",3,"None",2239,0,3.71
"11016_2",4,"Some",4336,0,3.71
"11016_2",5,"None",1598,0,3.71
"11016_2",6,"All",2429,1,3.71
"11016_2",7,"Some",1739,0,3.71
"11016_2",8,"All",1782,1,3.71
"11016_2",9,"All",2028,1,3.71
"11016_2",10,"All",2695,1,3.71
"11016_2",11,"All",2626,1,3.71
"11016_2",12,"Some",2103,0,3.71
"11016_2",13,"All",3015,1,3.71
"11016_2",14,"Some",2039,0,3.71
"11016_2",15,"All",1874,1,3.71
"11016_2",16,"Some",2552,0,3.71
"11016_2",17,"All",3664,1,3.71
"11016_2",18,"Some",2554,0,3.71
"11016_2",19,"Some",2037,0,3.71
"11016_2",20,"All",4778,1,3.71
"11016_2",21,"Some",1709,0,3.71
"11016_2",22,"None",2563,0,3.71
"11016_2",23,"None",2617,0,3.71
"11016_2",24,"None",1752,0,3.71
"11016_2",25,"None",2657,0,3.71
"11016_2",26,"None",2001,0,3.71
"11016_2",27,"None",1778,0,3.71
"11016_2",28,"None",2187,0,3.71
"11016_2",29,"None",1907,0,3.71
"11016_2",30,"All",1629,1,3.71
"11016_3",1,"None",4780,0,3.46
"11016_3",3,"Some",4002,0,3.46
"11016_3",4,"None",4803,0,3.46
"11016_3",5,"None",5802,0,3.46
"11016_3",6,"None",5174,0,3.46
"11016_3",8,"None",3871,0,3.46
"11016_3",9,"Some",3967,0,3.46
"11016_3",11,"Some",3258,0,3.46
"11016_3",12,"Some",4068,0,3.46
"11016_3",13,"Some",1186,0,3.46
"11016_3",14,"None",3948,1,3.46
"11016_3",15,"All",4264,1,3.46
"11016_3",16,"All",2115,1,3.46
"11016_3",17,"All",4017,1,3.46
"11016_3",18,"None",3533,0,3.46
"11016_3",19,"All",5195,1,3.46
"11016_3",20,"Some",3835,0,3.46
"11016_3",21,"Some",1511,0,3.46
"11016_3",22,"None",4032,0,3.46
"11016_3",23,"None",1037,0,3.46
"11016_3",24,"All",2655,1,3.46
"11016_3",26,"Some",2750,0,3.46
"11016_3",27,"Some",2934,0,3.46
"11016_3",28,"All",1737,1,3.46
"11016_3",30,"None",2014,0,3.46
"11016_4",1,"Some",1537,0,4.52
"11016_4",2,"None",1698,0,4.52
"11016_4",3,"All",1255,1,4.52
"11016_4",4,"Some",5054,1,4.52
"11016_4",5,"All",690,1,4.52
"11016_4",6,"None",3092,1,4.52
"11016_4",7,"None",2293,1,4.52
"11016_4",8,"None",2694,1,4.52
"11016_4",9,"None",3685,1,4.52
"11016_4",10,"Some",2282,1,4.52
"11016_4",11,"None",1785,0,4.52
"11016_4",12,"Some",3821,1,4.52
"11016_4",13,"Some",3007,1,4.52
"11016_4",14,"All",4570,1,4.52
"11016_4",15,"None",3083,1,4.52
"11016_4",16,"All",3998,1,4.52
"11016_4",17,"All",1510,1,4.52
"11016_4",18,"None",2753,1,4.52
"11016_4",19,"Some",3503,1,4.52
"11016_4",20,"Some",2809,1,4.52
"11016_4",21,"Some",3384,1,4.52
"11016_4",22,"All",2428,1,4.52
"11016_4",23,"All",1247,1,4.52
"11016_4",24,"All",2738,1,4.52
"11016_4",25,"Some",1241,1,4.52
"11016_4",26,"Some",2293,1,4.52
"11016_4",27,"None",1959,1,4.52
"11016_4",28,"All",1769,1,4.52
"11016_4",29,"None",2880,1,4.52
"11016_4",30,"All",916,1,4.52
"11016_6",1,"None",7436,0,4.57
"11016_6",2,"None",2186,0,4.57
"11016_6",3,"None",3310,0,4.57
"11016_6",4,"All",6152,1,4.57
"11016_6",5,"All",4901,1,4.57
"11016_6",6,"Some",6023,0,4.57
"11016_6",7,"Some",3324,0,4.57
"11016_6",8,"All",1570,1,4.57
"11016_6",9,"All",1738,1,4.57
"11016_6",10,"None",1519,0,4.57
"11016_6",11,"Some",5682,0,4.57
"11016_6",12,"None",2290,0,4.57
"11016_6",13,"All",1629,1,4.57
"11016_6",14,"Some",1393,0,4.57
"11016_6",15,"Some",5100,0,4.57
"11016_6",16,"None",3280,0,4.57
"11016_6",17,"All",7645,1,4.57
"11016_6",18,"None",5596,0,4.57
"11016_6",19,"All",2564,1,4.57
"11016_6",20,"Some",2561,0,4.57
"11016_6",21,"All",2559,1,4.57
"11016_6",22,"Some",2426,0,4.57
"11016_6",23,"All",2411,1,4.57
"11016_6",24,"None",1575,0,4.57
"11016_6",25,"None",2066,0,4.57
"11016_6",26,"All",2009,1,4.57
"11016_6",27,"Some",3227,0,4.57
"11016_6",28,"Some",3081,0,4.57
"11016_6",29,"Some",2270,0,4.57
"11016_6",30,"None",1971,0,4.57
"11016_78&$""",1,"All",12358,1,4.49
"11016_78&$""",2,"All",1589,1,4.49
"11016_78&$""",3,"None",13464,0,4.49
"11016_78&$""",4,"Some",3436,1,4.49
"11016_78&$""",5,"None",5346,0,4.49
"11016_78&$""",6,"None",3701,0,4.49
"11016_78&$""",7,"All",3070,1,4.49
