"subj_idx","trial_num","stim","rt","response","age"
"11316_10",29,"All",1185,1,4.97
"11316_10",30,"None",6156,1,4.97
"11316_11",1,"None",2862,1,4.97
"11316_11",2,"Some",5676,1,4.97
"11316_11",3,"Some",6111,1,4.97
"11316_11",4,"None",2573,1,4.97
"11316_11",5,"None",2435,1,4.97
"11316_11",6,"Some",2661,1,4.97
"11316_11",7,"None",2690,1,4.97
"11316_11",8,"All",3028,0,4.97
"11316_11",9,"None",2056,0,4.97
"11316_11",10,"None",4505,1,4.97
"11316_11",11,"None",2563,1,4.97
"11316_11",12,"All",1879,1,4.97
"11316_11",13,"None",2133,0,4.97
"11316_11",14,"Some",3826,1,4.97
"11316_11",15,"None",2677,1,4.97
"11316_11",16,"All",1926,1,4.97
"11316_11",17,"All",3561,1,4.97
"11316_11",18,"All",1763,1,4.97
"11316_11",19,"Some",2645,1,4.97
"11316_11",20,"None",1983,1,4.97
"11316_11",21,"Some",2247,1,4.97
"11316_11",22,"Some",2497,1,4.97
"11316_11",23,"Some",1863,1,4.97
"11316_11",24,"Some",2186,1,4.97
"11316_11",25,"All",1080,1,4.97
"11316_11",26,"All",2129,1,4.97
"11316_11",27,"Some",1867,1,4.97
"11316_11",28,"All",740,1,4.97
"11316_11",29,"All",1520,1,4.97
"11316_11",30,"All",1620,1,4.97
"11416_1",1,"None",9762,1,3.92
"11416_1",3,"None",1494,0,3.92
"11416_1",4,"Some",1481,0,3.92
"11416_1",5,"Some",7716,0,3.92
"11416_1",6,"None",1386,0,3.92
"11416_1",8,"All",3154,1,3.92
"11416_1",9,"All",1203,1,3.92
"11416_1",10,"All",2316,1,3.92
"11416_1",11,"Some",2236,0,3.92
"11416_1",13,"None",14339,1,3.92
"11416_1",14,"None",3273,0,3.92
"11416_1",16,"All",11543,1,3.92
"11416_1",17,"All",13025,1,3.92
"11416_1",18,"Some",4726,0,3.92
"11416_1",19,"Some",4522,1,3.92
"11416_1",21,"Some",4604,0,3.92
"11416_1",23,"None",8098,1,3.92
"11416_1",25,"Some",2288,0,3.92
"11416_1",26,"Some",2538,0,3.92
"11416_2",1,"All",1497,1,5
"11416_2",2,"All",1954,1,5
"11416_2",3,"None",3249,1,5
"11416_2",4,"All",1769,1,5
"11416_2",5,"None",1899,0,5
"11416_2",6,"All",1103,1,5
"11416_2",7,"Some",2212,1,5
"11416_2",8,"Some",1737,1,5
"11416_2",9,"All",1325,1,5
"11416_2",10,"None",1486,0,5
"11416_2",11,"Some",2102,1,5
"11416_2",12,"All",1437,1,5
"11416_2",14,"None",1936,0,5
"11416_2",15,"Some",5172,0,5
"11416_2",16,"Some",1639,1,5
"11416_2",17,"Some",2309,0,5
"11416_2",18,"None",1643,0,5
"11416_2",19,"Some",2931,1,5
"11416_2",20,"All",2442,1,5
"11416_2",21,"None",1622,0,5
"11416_2",22,"All",2302,1,5
"11416_2",23,"Some",2127,0,5
"11416_2",24,"Some",1953,0,5
"11416_2",25,"None",1620,0,5
"11416_2",26,"None",1899,0,5
"11416_2",27,"All",1695,1,5
"11416_2",28,"None",1683,0,5
"11416_2",29,"None",1983,0,5
"11416_2",30,"Some",1645,1,5
"11416_3",1,"Some",1024,0,4.3
"11416_3",2,"Some",1483,0,4.3
"11416_3",3,"None",3405,0,4.3
"11416_3",6,"Some",1323,0,4.3
"11416_3",7,"Some",2220,0,4.3
"11416_3",8,"All",2176,1,4.3
"11416_3",9,"Some",1514,0,4.3
"11416_3",10,"Some",1357,0,4.3
"11416_3",11,"All",1703,1,4.3
"11416_3",12,"All",1178,1,4.3
"11416_3",13,"None",1857,0,4.3
"11416_3",14,"Some",1142,0,4.3
"11416_3",15,"None",2431,1,4.3
"11416_3",16,"All",1516,1,4.3
"11416_3",17,"All",1640,1,4.3
"11416_3",18,"None",1946,0,4.3
"11416_3",19,"All",2390,1,4.3
"11416_3",20,"All",1198,1,4.3
"11416_3",21,"None",1965,0,4.3
"11416_3",22,"Some",3239,0,4.3
"11416_3",23,"None",4520,0,4.3
"11416_3",24,"None",1389,0,4.3
"11416_3",25,"All",1511,1,4.3
"11416_3",26,"None",1876,0,4.3
"11416_3",27,"All",1930,0,4.3
"11416_3",28,"Some",945,0,4.3
"11416_3",29,"None",3224,1,4.3
"11416_3",30,"All",2105,1,4.3
"11416_4",1,"Some",5039,1,4.74
"11416_4",2,"All",2525,1,4.74
"11416_4",3,"All",2303,1,4.74
"11416_4",4,"None",5015,1,4.74
"11416_4",5,"None",2474,1,4.74
"11416_4",6,"All",2231,1,4.74
"11416_4",7,"Some",3375,1,4.74
"11416_4",8,"None",2522,1,4.74
"11416_4",9,"All",1280,1,4.74
"11416_4",10,"All",2040,1,4.74
"11416_4",11,"Some",1987,1,4.74
"11416_4",12,"Some",2766,1,4.74
"11416_4",13,"Some",1308,1,4.74
"11416_4",14,"None",2565,1,4.74
"11416_4",15,"All",1660,1,4.74
"11416_4",17,"Some",1672,1,4.74
"11416_4",18,"None",2675,1,4.74
"11416_4",19,"Some",2315,1,4.74
"11416_4",20,"Some",14361,1,4.74
"11416_4",21,"None",2315,1,4.74
"11416_4",22,"None",1987,1,4.74
"11416_4",23,"None",2765,1,4.74
"11416_4",24,"None",2364,1,4.74
"11416_4",25,"All",3793,1,4.74
"11416_4",26,"All",1866,1,4.74
"11416_4",27,"Some",1210,1,4.74
"11416_4",28,"None",1631,1,4.74
"11416_4",29,"All",878,1,4.74
"11416_4",30,"Some",2339,0,4.74
"11416_5",1,"Some",5431,0,3.98
"11416_5",2,"All",11037,1,3.98
"11416_5",3,"None",2716,0,3.98
"11416_5",4,"None",12429,0,3.98
"11416_5",5,"None",1560,1,3.98
"11416_5",6,"Some",1976,0,3.98
"11416_5",7,"None",9151,0,3.98
"11416_5",8,"All",2389,0,3.98
"11416_5",9,"All",2287,1,3.98
"11416_5",10,"None",1592,0,3.98
"11416_5",11,"None",4083,0,3.98
"11416_5",12,"None",874,0,3.98
"11416_5",13,"Some",6852,1,3.98
"11416_5",14,"Some",1319,0,3.98
"11416_5",15,"All",2811,1,3.98
"11416_5",17,"All",1089,0,3.98
"11416_5",18,"Some",4174,0,3.98
"11416_5",19,"Some",3815,0,3.98
"11416_5",20,"All",3104,0,3.98
"11416_5",21,"None",5281,1,3.98
"11416_5",22,"All",2594,1,3.98
"11416_5",24,"Some",2293,0,3.98
"11416_5",25,"All",1736,1,3.98
"11416_5",26,"None",1199,1,3.98
"11416_5",27,"All",3101,1,3.98
"11416_5",28,"Some",1251,0,3.98
"11416_5",29,"None",2522,0,3.98
"11416_5",30,"Some",7622,0,3.98
"11516_1",1,"Some",2070,0,5.86
"11516_1",2,"Some",1604,0,5.86
"11516_1",3,"None",4104,1,5.86
"11516_1",4,"All",1816,1,5.86
"11516_1",5,"All",1874,0,5.86
"11516_1",6,"None",2577,1,5.86
"11516_1",7,"Some",1790,1,5.86
"11516_1",8,"Some",3060,1,5.86
"11516_1",9,"Some",797,1,5.86
"11516_1",10,"None",1577,1,5.86
"11516_1",11,"Some",1762,1,5.86
"11516_1",12,"Some",1545,1,5.86
"11516_1",13,"All",2773,0,5.86
"11516_1",14,"Some",1815,1,5.86
"11516_1",15,"All",939,1,5.86
"11516_1",16,"Some",2061,1,5.86
"11516_1",17,"All",1361,1,5.86
"11516_1",18,"None",1013,1,5.86
"11516_1",19,"Some",1964,1,5.86
"11516_1",20,"None",1070,1,5.86
"11516_1",21,"None",1279,1,5.86
"11516_1",22,"None",1428,1,5.86
"11516_1",24,"All",1214,1,5.86
"11516_1",25,"All",842,1,5.86
"11516_1",26,"All",1267,1,5.86
"11516_1",27,"None",2377,1,5.86
"11516_1",28,"None",354,1,5.86
"11516_1",29,"All",1608,1,5.86
"11516_1",30,"All",1129,1,5.86
"11516_2",1,"None",1512,0,3.97
"11516_2",2,"None",2466,1,3.97
"11516_2",3,"All",5108,1,3.97
"11516_2",4,"None",2527,1,3.97
"11516_2",5,"All",6341,1,3.97
"11516_2",6,"None",1788,0,3.97
"11516_2",7,"All",1834,1,3.97
"11516_2",8,"Some",1710,1,3.97
"11516_2",9,"None",1143,0,3.97
"11516_2",10,"All",1131,0,3.97
"11516_2",11,"None",1341,1,3.97
"11516_2",12,"Some",1545,0,3.97
"11516_2",13,"Some",1722,0,3.97
"11516_2",14,"All",2361,1,3.97
"11516_2",15,"All",1002,1,3.97
"11516_2",16,"Some",1453,0,3.97
"11516_2",17,"All",1557,1,3.97
"11516_2",18,"All",2164,1,3.97
"11516_2",19,"None",2127,1,3.97
"11516_2",20,"All",4335,1,3.97
"11516_2",21,"None",3305,1,3.97
"11516_2",22,"None",4534,1,3.97
"11516_2",23,"Some",3319,0,3.97
"11516_2",24,"None",2549,1,3.97
"11516_2",25,"Some",2750,0,3.97
"11516_2",26,"Some",2770,1,3.97
"11516_2",27,"Some",3730,0,3.97
"11516_2",28,"Some",2875,0,3.97
"11516_2",29,"Some",3273,0,3.97
"11516_2",30,"All",6822,1,3.97
"11516_3",1,"None",8550,0,3.48
"11516_3",2,"Some",1849,0,3.48
"11516_3",3,"Some",1726,0,3.48
"11516_3",4,"Some",2328,0,3.48
"11516_3",5,"All",2470,1,3.48
"11516_3",6,"None",2742,0,3.48
"11516_3",7,"None",1773,0,3.48
"11516_3",8,"Some",2500,0,3.48
"11516_3",9,"All",2263,1,3.48
"11516_3",10,"All",2686,1,3.48
"11516_3",11,"None",1458,0,3.48
"11516_3",12,"All",1979,1,3.48
"11516_3",13,"All",2416,0,3.48
"11516_3",14,"None",2645,0,3.48
"11516_3",15,"All",1775,0,3.48
"11516_3",16,"All",2461,1,3.48
"11516_3",17,"All",5644,0,3.48
"11516_3",18,"Some",2590,1,3.48
"11516_3",19,"Some",1957,0,3.48
"11516_3",20,"None",2850,1,3.48
"11516_3",21,"None",6062,1,3.48
"11516_3",22,"Some",4251,0,3.48
"11516_3",23,"None",4427,1,3.48
"11516_3",24,"None",2239,1,3.48
"11516_3",25,"All",3070,0,3.48
"11516_3",26,"All",1424,0,3.48
"11516_3",27,"Some",4306,0,3.48
"11516_3",28,"Some",7052,0,3.48
"11516_3",29,"None",3709,1,3.48
"11516_3",30,"Some",7670,0,3.48
"11516_4",1,"Some",1697,0,5.22
"11516_4",2,"Some",5239,0,5.22
"11516_4",3,"None",1753,0,5.22
"11516_4",4,"All",1747,1,5.22
"11516_4",5,"Some",1418,0,5.22
"11516_4",6,"Some",968,0,5.22
"11516_4",7,"None",1177,0,5.22
"11516_4",8,"None",1672,0,5.22
"11516_4",9,"All",2139,1,5.22
"11516_4",10,"Some",2958,0,5.22
"11516_4",11,"All",389,1,5.22
"11516_4",12,"Some",1633,0,5.22
"11516_4",13,"All",1160,1,5.22
"11516_4",14,"Some",4994,0,5.22
"11516_4",15,"All",5784,1,5.22
"11516_4",16,"None",1717,0,5.22
"11516_4",17,"None",1550,0,5.22
"11516_4",18,"None",7707,1,5.22
"11516_4",19,"All",913,1,5.22
"11516_4",20,"All",959,1,5.22
"11516_4",21,"Some",5628,1,5.22
"11516_4",22,"All",1519,1,5.22
"11516_4",23,"None",2651,1,5.22
"11516_4",24,"All",1727,1,5.22
"11516_4",25,"None",5874,0,5.22
"11516_4",26,"Some",1385,0,5.22
"11516_4",27,"None",12956,1,5.22
"11516_4",28,"Some",2315,1,5.22
"11516_4",29,"None",1691,1,5.22
"11516_4",30,"All",4576,1,5.22
"11516_5",1,"Some",4060,0,3.72
"11516_5",2,"All",5040,1,3.72
"11516_5",3,"All",6206,1,3.72
"11516_5",4,"All",5242,1,3.72
"11516_5",5,"None",2013,0,3.72
"11516_5",6,"Some",2083,0,3.72
"11516_5",7,"None",2569,0,3.72
"11516_5",8,"None",1820,0,3.72
"11516_5",9,"None",3077,0,3.72
"11516_5",10,"None",1975,0,3.72
"11516_5",11,"All",2006,1,3.72
"11516_5",12,"Some",3141,0,3.72
"11516_5",13,"All",4226,1,3.72
"11516_5",14,"Some",1851,0,3.72
"11516_5",15,"All",1557,1,3.72
"11516_5",16,"Some",1717,0,3.72
"11516_5",17,"Some",1947,0,3.72
"11516_5",18,"All",2179,1,3.72
"11516_5",19,"Some",6768,0,3.72
"11516_5",20,"None",1566,0,3.72
"11516_5",21,"None",1065,0,3.72
"11516_5",22,"Some",2990,0,3.72
"11516_5",23,"All",1102,0,3.72
"11516_5",24,"None",3693,1,3.72
"11516_5",25,"None",3138,1,3.72
"11516_5",26,"Some",2369,0,3.72
"11516_5",27,"None",4143,0,3.72
"11516_5",28,"Some",4847,1,3.72
"11516_5",29,"All",6840,1,3.72
"11516_5",30,"All",1562,0,3.72
"11516_6",1,"None",11300,0,4.53
"11516_6",2,"None",5055,0,4.53
"11516_6",3,"All",2414,1,4.53
"11516_6",4,"All",2307,1,4.53
"11516_6",5,"None",1754,0,4.53
"11516_6",6,"Some",3129,0,4.53
"11516_6",7,"None",1923,0,4.53
"11516_6",8,"All",2999,1,4.53
"11516_6",9,"None",1448,0,4.53
"11516_6",10,"All",2343,1,4.53
"11516_6",11,"None",2249,0,4.53
"11516_6",12,"All",1401,1,4.53
"11516_6",13,"Some",2440,0,4.53
"11516_6",14,"All",8468,1,4.53
"11516_6",15,"Some",4962,1,4.53
"11516_6",16,"Some",2898,1,4.53
"11516_6",17,"Some",1679,1,4.53
"11516_6",18,"All",1606,1,4.53
"11516_6",19,"Some",3190,0,4.53
"11516_6",20,"All",2827,1,4.53
"11516_6",21,"None",1219,0,4.53
"11516_6",22,"All",1728,1,4.53
"11516_6",23,"None",3118,0,4.53
"11516_6",24,"All",3409,1,4.53
"11516_6",25,"Some",2083,1,4.53
"11516_6",26,"None",2773,0,4.53
"11516_6",27,"Some",1490,1,4.53
"11516_6",28,"Some",1627,1,4.53
"11516_6",29,"None",2773,0,4.53
"11516_6",30,"Some",2699,1,4.53
"11516_7",1,"All",1475,1,4.7
"11516_7",2,"None",12919,1,4.7
"11516_7",3,"None",2903,1,4.7
"11516_7",4,"Some",3947,0,4.7
"11516_7",5,"All",1826,1,4.7
"11516_7",6,"Some",2963,0,4.7
"11516_7",7,"Some",2015,0,4.7
"11516_7",8,"Some",1480,0,4.7
"11516_7",9,"Some",1355,0,4.7
"11516_7",10,"All",1810,1,4.7
"11516_7",11,"Some",1653,0,4.7
"11516_7",12,"None",2102,1,4.7
"11516_7",13,"None",1337,1,4.7
"11516_7",14,"None",1358,1,4.7
"11516_7",15,"None",2517,1,4.7
"11516_7",16,"All",1791,1,4.7
"11516_7",17,"None",1254,1,4.7
"11516_7",18,"All",1080,1,4.7
"11516_7",19,"All",958,1,4.7
"11516_7",20,"Some",984,0,4.7
"11516_7",21,"All",1555,1,4.7
"11516_7",22,"All",1400,1,4.7
"11516_7",23,"Some",2484,0,4.7
"11516_7",24,"None",1505,0,4.7
"11516_7",25,"None",1888,1,4.7
"11516_7",26,"All",885,1,4.7
"11516_7",27,"All",1407,1,4.7
"11516_7",28,"Some",2154,0,4.7
"11516_7",29,"Some",1219,0,4.7
"11516_7",30,"None",2134,1,4.7
"11516_8",1,"None",7610,0,3.41
"11516_8",2,"Some",11925,1,3.41
"11516_8",3,"Some",2639,1,3.41
"11516_8",4,"Some",1434,1,3.41
"11516_8",5,"None",2476,0,3.41
"11516_8",6,"All",1465,1,3.41
"11516_8",7,"All",1866,1,3.41
"11516_8",8,"All",3656,1,3.41
"11516_8",9,"All",1738,1,3.41
"11516_8",10,"None",5200,1,3.41
"11516_8",11,"None",4743,1,3.41
"11516_8",12,"All",1851,1,3.41
"11516_8",13,"None",1528,1,3.41
"11516_8",14,"All",2456,1,3.41
"11516_8",15,"Some",4813,1,3.41
"11516_8",16,"Some",1261,1,3.41
"11516_8",17,"All",1831,1,3.41
"11516_8",18,"Some",1522,1,3.41
"11516_8",19,"All",11540,1,3.41
"11516_8",20,"None",2889,1,3.41
"11516_8",21,"All",3084,1,3.41
"11516_8",22,"All",3104,1,3.41
"11516_8",23,"Some",1629,0,3.41
"11516_8",24,"None",4601,1,3.41
"11516_8",25,"Some",2925,1,3.41
"11516_8",26,"None",4715,1,3.41
"11516_8",27,"Some",5423,1,3.41
"11516_8",28,"None",3368,1,3.41
"11516_8",29,"Some",1659,1,3.41
"11516_9",1,"None",7122,0,4.29
"11516_9",2,"All",13950,1,4.29
"11516_9",3,"None",4350,0,4.29
"11516_9",4,"All",5913,1,4.29
"11516_9",5,"Some",3695,0,4.29
"11516_9",6,"None",4947,0,4.29
"11516_9",7,"Some",3877,0,4.29
"11516_9",8,"All",14888,1,4.29
"11516_9",9,"All",3294,1,4.29
"11516_9",10,"Some",4799,0,4.29
"11516_9",11,"Some",5583,0,4.29
"11516_9",12,"None",2466,0,4.29
"11516_9",13,"Some",2148,0,4.29
"11516_9",14,"Some",1528,0,4.29
"11516_9",15,"None",2662,0,4.29
"11516_9",16,"All",2295,1,4.29
"11516_9",17,"All",2619,1,4.29
"11516_9",18,"All",3010,1,4.29
"11516_9",19,"All",2083,1,4.29
"11516_9",20,"All",2827,1,4.29
"11516_9",21,"All",6978,1,4.29
"11516_9",22,"Some",3359,0,4.29
"11516_9",23,"Some",1850,0,4.29
"11516_9",24,"None",2905,0,4.29
"11516_9",25,"Some",2019,0,4.29
"11516_9",26,"None",3262,0,4.29
"11516_9",27,"None",3053,0,4.29
"11516_9",28,"None",3120,0,4.29
"11516_9",29,"None",2383,0,4.29
"11516_9",30,"Some",2617,0,4.29
"11516_10",1,"Some",5765,0,5.87
"11516_10",2,"Some",1989,0,5.87
"11516_10",3,"Some",1103,0,5.87
"11516_10",4,"None",3389,0,5.87
"11516_10",5,"None",3653,1,5.87
"11516_10",6,"All",1241,1,5.87
"11516_10",7,"Some",1726,0,5.87
"11516_10",8,"None",3467,1,5.87
"11516_10",9,"All",1064,1,5.87
"11516_10",10,"All",1650,1,5.87
"11516_10",11,"None",3793,1,5.87
"11516_10",12,"None",2983,1,5.87
"11516_10",13,"None",2088,1,5.87
"11516_10",14,"None",1815,1,5.87
"11516_10",15,"None",2521,1,5.87
"11516_10",16,"Some",2319,1,5.87
"11516_10",17,"All",2042,1,5.87
"11516_10",18,"Some",2012,1,5.87
"11516_10",19,"Some",2125,1,5.87
"11516_10",20,"All",1240,1,5.87
"11516_10",21,"None",3153,1,5.87
"11516_10",22,"Some",1971,1,5.87
"11516_10",23,"All",1670,0,5.87
"11516_10",24,"All",1705,1,5.87
"11516_10",25,"All",1578,1,5.87
"11516_10",26,"Some",2358,1,5.87
"11516_10",27,"All",1398,1,5.87
"11516_10",28,"None",2906,1,5.87
"11516_10",29,"All",1318,1,5.87
"11516_10",30,"Some",1766,1,5.87
"11516_11",1,"None",3763,1,5.33
"11516_11",2,"All",2401,1,5.33
"11516_11",3,"None",1842,0,5.33
"11516_11",4,"All",3840,0,5.33
"11516_11",5,"Some",1551,0,5.33
"11516_11",6,"Some",1850,0,5.33
"11516_11",7,"Some",1735,0,5.33
"11516_11",8,"None",1446,0,5.33
"11516_11",9,"All",2820,1,5.33
"11516_11",10,"All",1159,1,5.33
"11516_11",11,"All",1594,1,5.33
"11516_11",12,"None",1768,0,5.33
"11516_11",13,"None",1462,0,5.33
"11516_11",14,"None",2798,0,5.33
"11516_11",15,"Some",2587,0,5.33
"11516_11",16,"All",1691,1,5.33
"11516_11",17,"Some",5548,0,5.33
"11516_11",18,"None",1328,0,5.33
"11516_11",19,"Some",1644,0,5.33
"11516_11",20,"Some",1831,0,5.33
"11516_11",21,"None",1034,0,5.33
"11516_11",22,"Some",1551,0,5.33
"11516_11",23,"None",1477,0,5.33
"11516_11",24,"Some",1575,0,5.33
"11516_11",25,"All",1351,1,5.33
"11516_11",26,"All",1536,1,5.33
"11516_11",27,"All",2354,1,5.33
"11516_11",28,"All",1924,1,5.33
"11516_11",29,"Some",2398,0,5.33
"11516_11",30,"None",1766,0,5.33
"11516_12",1,"Some",2468,0,5.47
"11516_12",2,"None",4440,1,5.47
"11516_12",3,"All",1098,1,5.47
"11516_12",4,"All",1825,1,5.47
"11516_12",5,"Some",2521,1,5.47
"11516_12",6,"None",3848,1,5.47
"11516_12",7,"Some",1153,1,5.47
"11516_12",8,"All",1410,1,5.47
"11516_12",9,"All",3196,1,5.47
"11516_12",10,"Some",1444,1,5.47
"11516_12",11,"All",1949,1,5.47
"11516_12",12,"All",1023,1,5.47
"11516_12",13,"None",4113,1,5.47
"11516_12",14,"None",2718,1,5.47
"11516_12",15,"Some",2682,1,5.47
"11516_12",16,"Some",2638,1,5.47
"11516_12",17,"None",1808,1,5.47
"11516_12",18,"All",1320,1,5.47
"11516_12",19,"Some",2895,1,5.47
"11516_12",20,"Some",1010,1,5.47
"11516_12",21,"None",4363,1,5.47
"11516_12",22,"None",1983,1,5.47
"11516_12",24,"All",1011,1,5.47
"11516_12",25,"All",1285,1,5.47
"11516_12",26,"None",1876,1,5.47
"11516_12",27,"None",1419,1,5.47
"11516_12",28,"None",2571,1,5.47
"11516_12",29,"Some",1723,1,5.47
"11516_12",30,"All",1644,1,5.47
"11516_13",1,"Some",4208,0,5.92
"11516_13",2,"Some",2459,0,5.92
"11516_13",3,"All",1819,1,5.92
"11516_13",4,"All",3504,1,5.92
"11516_13",5,"None",2686,1,5.92
"11516_13",6,"All",1066,1,5.92
"11516_13",7,"Some",1451,0,5.92
"11516_13",8,"Some",2053,0,5.92
"11516_13",9,"All",1165,1,5.92
"11516_13",10,"Some",1389,0,5.92
"11516_13",11,"None",2074,1,5.92
"11516_13",12,"None",1707,1,5.92
"11516_13",13,"None",2219,1,5.92
"11516_13",14,"All",1524,1,5.92
"11516_13",15,"Some",934,0,5.92
"11516_13",16,"None",1006,1,5.92
"11516_13",17,"All",1591,1,5.92
"11516_13",18,"Some",1561,0,5.92
"11516_13",19,"Some",1392,0,5.92
"11516_13",20,"All",2531,1,5.92
"11516_13",21,"All",1017,1,5.92
"11516_13",22,"None",1512,1,5.92
"11516_13",23,"None",1361,1,5.92
"11516_13",24,"None",1919,1,5.92
"11516_13",25,"All",1802,0,5.92
"11516_13",26,"Some",1420,0,5.92
"11516_13",27,"None",1558,1,5.92
"11516_13",28,"All",769,1,5.92
"11516_13",29,"None",945,1,5.92
"11516_13",30,"Some",1404,0,5.92
"11516_14",1,"All",7720,0,4.15
"11516_14",2,"All",1686,1,4.15
"11516_14",3,"Some",1894,0,4.15
"11516_14",4,"None",1476,0,4.15
"11516_14",5,"Some",7393,1,4.15
"11516_14",6,"Some",2091,0,4.15
"11516_14",7,"None",1362,0,4.15
"11516_14",8,"None",1347,0,4.15
"11516_14",9,"All",4803,0,4.15
"11516_14",10,"All",3735,1,4.15
"11516_14",11,"All",1391,1,4.15
"11516_14",12,"All",7210,1,4.15
"11516_14",13,"None",7305,0,4.15
"11516_14",14,"Some",1673,0,4.15
"11516_14",15,"Some",1908,0,4.15
"11516_14",16,"Some",5107,0,4.15
"11516_14",17,"All",2534,1,4.15
"11516_14",18,"All",1211,1,4.15
"11516_14",19,"Some",3012,0,4.15
"11516_14",20,"All",10964,0,4.15
"11516_14",21,"None",3110,0,4.15
"11516_14",22,"Some",2454,1,4.15
"11516_14",24,"None",2373,0,4.15
"11516_15",1,"All",3254,0,3.62
"11516_15",2,"None",4527,0,3.62
"11516_15",3,"None",1774,0,3.62
"11516_15",4,"None",1043,0,3.62
"11516_15",5,"None",1361,0,3.62
"11516_15",6,"Some",11673,0,3.62
"11516_15",7,"None",1751,0,3.62
"11516_15",8,"All",2064,1,3.62
"11516_15",9,"None",2391,0,3.62
"11516_15",10,"None",1484,0,3.62
"11516_15",11,"Some",1194,1,3.62
"11516_15",12,"All",2053,1,3.62
"11516_15",13,"Some",1029,0,3.62
"11516_15",14,"All",2516,1,3.62
"11516_15",15,"All",2349,1,3.62
"11516_15",16,"None",5013,1,3.62
"11516_15",17,"Some",1127,0,3.62
"11516_15",18,"All",1335,1,3.62
"11516_15",19,"Some",1514,0,3.62
"11516_15",20,"Some",7551,1,3.62
"11516_15",21,"None",2059,0,3.62
"11516_15",22,"Some",2580,0,3.62
"11516_15",23,"Some",1014,0,3.62
"11516_15",24,"All",2193,1,3.62
"11516_15",25,"Some",3424,1,3.62
"11516_15",26,"All",3244,1,3.62
"11516_15",27,"Some",1922,0,3.62
"11516_15",28,"None",1846,0,3.62
"11516_15",29,"All",1638,1,3.62
"11516_15",30,"All",3607,1,3.62
"11716_1",1,"Some",2504,1,4.92
"11716_1",2,"None",7673,1,4.92
"11716_1",3,"None",2622,1,4.92
"11716_1",4,"None",2226,1,4.92
"11716_1",5,"Some",1938,1,4.92
"11716_1",6,"None",1605,1,4.92
"11716_1",7,"None",5335,1,4.92
"11716_1",8,"All",2139,1,4.92
"11716_1",9,"None",1806,1,4.92
"11716_1",10,"Some",3048,1,4.92
"11716_1",11,"Some",1689,1,4.92
"11716_1",12,"All",1869,1,4.92
"11716_1",13,"All",1406,1,4.92
"11716_1",14,"Some",2891,1,4.92
"11716_1",15,"All",1788,1,4.92
"11716_1",16,"None",1802,1,4.92
"11716_1",17,"All",1055,1,4.92
"11716_1",18,"Some",2219,1,4.92
"11716_1",19,"All",2334,1,4.92
"11716_1",20,"Some",1161,0,4.92
"11716_1",21,"All",1162,1,4.92
"11716_1",22,"All",1194,1,4.92
"11716_1",23,"None",3179,1,4.92
"11716_1",24,"Some",1622,1,4.92
"11716_1",25,"None",1608,0,4.92
"11716_1",26,"Some",3049,1,4.92
"11716_1",27,"None",1817,1,4.92
"11716_1",28,"Some",1919,1,4.92
"11716_1",29,"All",1252,1,4.92
"11716_1",30,"All",962,1,4.92
"11716_2",1,"None",2551,1,4.74
"11716_2",2,"Some",2849,0,4.74
"11716_2",3,"All",1813,1,4.74
"11716_2",4,"Some",3496,1,4.74
"11716_2",5,"None",3386,1,4.74
"11716_2",6,"All",3574,1,4.74
"11716_2",7,"All",2246,1,4.74
"11716_2",8,"None",8033,1,4.74
"11716_2",9,"Some",5489,1,4.74
"11716_2",10,"Some",8039,1,4.74
"11716_2",11,"None",2807,1,4.74
"11716_2",12,"Some",13090,1,4.74
"11716_2",13,"All",6710,1,4.74
"11716_2",14,"All",3188,1,4.74
"11716_2",15,"None",3439,1,4.74
"11716_2",16,"All",1607,1,4.74
"11716_2",17,"All",1861,1,4.74
"11716_2",18,"Some",7377,1,4.74
"11716_2",19,"All",1678,1,4.74
"11716_2",20,"Some",6426,1,4.74
"11716_2",21,"Some",3287,1,4.74
"11716_2",22,"None",4392,1,4.74
"11716_2",23,"None",2544,1,4.74
"11716_2",24,"Some",2491,1,4.74
"11716_2",25,"Some",2145,1,4.74
"11716_2",26,"None",1322,1,4.74
"11716_2",27,"None",2408,1,4.74
"11716_2",28,"None",3692,1,4.74
"11716_2",29,"All",2880,0,4.74
"11716_2",30,"All",3098,1,4.74
"11617_3",1,"Some",6170,0,3.7
"11617_3",2,"Some",6959,0,3.7
"11617_3",3,"All",4341,1,3.7
"11617_3",4,"Some",6782,0,3.7
"11617_3",5,"All",3898,1,3.7
"11617_3",6,"All",6064,1,3.7
"11617_3",7,"Some",7243,0,3.7
"11617_3",8,"None",12287,0,3.7
"11617_3",9,"Some",7858,0,3.7
"11617_3",10,"None",10757,0,3.7
"11617_3",11,"Some",8795,0,3.7
"11617_3",12,"All",3615,1,3.7
"11617_3",13,"All",5653,1,3.7
"11617_3",14,"Some",9390,1,3.7
"11617_3",15,"None",12278,0,3.7
"11617_3",16,"All",4991,1,3.7
"11617_3",17,"None",6288,0,3.7
"11617_3",18,"None",13131,0,3.7
"11617_3",19,"All",3852,1,3.7
"11617_3",20,"All",5006,1,3.7
"11617_3",21,"None",7604,0,3.7
"11617_3",22,"Some",8640,0,3.7
"11617_3",23,"All",14634,1,3.7
"11617_3",24,"All",2347,1,3.7
"11617_3",25,"None",5003,0,3.7
"11617_3",26,"None",3753,0,3.7
