"subj_idx","age","trial_num","trial_type","rt","response"
"11016_1",4.63518,20,"none",1.046,0
"11016_1",4.63518,21,"some",1.835,0
"11016_1",4.63518,22,"some",1.524,0
"11016_1",4.63518,23,"some",1.574,0
"11016_1",4.63518,24,"all",1.417,1
"11016_1",4.63518,25,"none",0.979,0
"11016_1",4.63518,26,"some",3.773,1
"11016_1",4.63518,27,"all",2.163,1
"11016_1",4.63518,28,"all",2.039,1
"11016_1",4.63518,29,"none",2.773,0
"11016_1",4.63518,30,"all",1.14,1
"11016_2",3.70705,1,"some",3.024,0
"11016_2",3.70705,2,"some",2.366,0
"11016_2",3.70705,3,"none",2.239,0
"11016_2",3.70705,4,"some",4.336,0
"11016_2",3.70705,5,"none",1.598,0
"11016_2",3.70705,6,"all",2.429,1
"11016_2",3.70705,7,"some",1.739,0
"11016_2",3.70705,8,"all",1.782,1
"11016_2",3.70705,9,"all",2.028,1
"11016_2",3.70705,10,"all",2.695,1
"11016_2",3.70705,11,"all",2.626,1
"11016_2",3.70705,12,"some",2.103,0
"11016_2",3.70705,13,"all",3.015,1
"11016_2",3.70705,14,"some",2.039,0
"11016_2",3.70705,15,"all",1.874,1
"11016_2",3.70705,16,"some",2.552,0
"11016_2",3.70705,17,"all",3.664,1
"11016_2",3.70705,18,"some",2.554,0
"11016_2",3.70705,19,"some",2.037,0
"11016_2",3.70705,20,"all",4.778,1
"11016_2",3.70705,21,"some",1.709,0
"11016_2",3.70705,22,"none",2.563,0
"11016_2",3.70705,23,"none",2.617,0
"11016_2",3.70705,24,"none",1.752,0
"11016_2",3.70705,25,"none",2.657,0
"11016_2",3.70705,26,"none",2.001,0
"11016_2",3.70705,27,"none",1.778,0
"11016_2",3.70705,28,"none",2.187,0
"11016_2",3.70705,29,"none",1.907,0
"11016_2",3.70705,30,"all",1.629,1
"11016_3",3.45791,1,"none",4.78,0
"11016_3",3.45791,3,"some",4.002,0
"11016_3",3.45791,4,"none",4.803,0
"11016_3",3.45791,5,"none",5.802,0
"11016_3",3.45791,6,"none",5.174,0
"11016_3",3.45791,8,"none",3.871,0
"11016_3",3.45791,9,"some",3.967,0
"11016_3",3.45791,11,"some",3.258,0
"11016_3",3.45791,12,"some",4.068,0
"11016_3",3.45791,13,"some",1.186,0
"11016_3",3.45791,14,"none",3.948,1
"11016_3",3.45791,15,"all",4.264,1
"11016_3",3.45791,16,"all",2.115,1
"11016_3",3.45791,17,"all",4.017,1
"11016_3",3.45791,18,"none",3.533,0
"11016_3",3.45791,19,"all",5.195,1
"11016_3",3.45791,20,"some",3.835,0
"11016_3",3.45791,21,"some",1.511,0
"11016_3",3.45791,22,"none",4.032,0
"11016_3",3.45791,23,"none",1.037,0
"11016_3",3.45791,24,"all",2.655,1
"11016_3",3.45791,25,"all",2.662,0
"11016_3",3.45791,26,"some",2.75,0
"11016_3",3.45791,27,"some",2.934,0
"11016_3",3.45791,28,"all",1.737,1
"11016_3",3.45791,29,"all",1.743,0
"11016_3",3.45791,30,"none",2.014,0
"11016_4",4.51745,1,"some",1.537,0
"11016_4",4.51745,2,"none",1.698,0
"11016_4",4.51745,3,"all",1.255,1
"11016_4",4.51745,4,"some",5.054,1
"11016_4",4.51745,5,"all",0.69,1
"11016_4",4.51745,6,"none",3.092,1
"11016_4",4.51745,7,"none",2.293,1
"11016_4",4.51745,8,"none",2.694,1
"11016_4",4.51745,9,"none",3.685,1
"11016_4",4.51745,10,"some",2.282,1
"11016_4",4.51745,11,"none",1.785,0
"11016_4",4.51745,12,"some",3.821,1
"11016_4",4.51745,13,"some",3.007,1
"11016_4",4.51745,14,"all",4.57,1
"11016_4",4.51745,15,"none",3.083,1
"11016_4",4.51745,16,"all",3.998,1
"11016_4",4.51745,17,"all",1.51,1
"11016_4",4.51745,18,"none",2.753,1
"11016_4",4.51745,19,"some",3.503,1
"11016_4",4.51745,20,"some",2.809,1
"11016_4",4.51745,21,"some",3.384,1
"11016_4",4.51745,22,"all",2.428,1
"11016_4",4.51745,23,"all",1.247,1
"11016_4",4.51745,24,"all",2.738,1
"11016_4",4.51745,25,"some",1.241,1
"11016_4",4.51745,26,"some",2.293,1
"11016_4",4.51745,27,"none",1.959,1
"11016_4",4.51745,28,"all",1.769,1
"11016_4",4.51745,29,"none",2.88,1
"11016_4",4.51745,30,"all",0.916,1
"11016_5",3.45243,1,"all",7.352,1
"11016_5",3.45243,2,"all",6.762,1
"11016_5",3.45243,3,"some",7.739,0
"11016_5",3.45243,5,"none",4.204,0
"11016_5",3.45243,6,"some",3.72,0
"11016_5",3.45243,7,"none",2.482,0
"11016_5",3.45243,8,"some",2.828,0
"11016_5",3.45243,9,"all",10.135,1
"11016_5",3.45243,10,"none",1.45,0
"11016_5",3.45243,11,"none",3.269,0
"11016_5",3.45243,12,"none",4.157,0
"11016_5",3.45243,13,"some",4.165,0
"11016_5",3.45243,14,"none",5.078,1
"11016_5",3.45243,15,"some",2.255,0
"11016_5",3.45243,16,"all",5.157,1
"11016_5",3.45243,17,"all",3.931,1
"11016_5",3.45243,18,"some",2.504,0
"11016_5",3.45243,19,"none",3.542,0
"11016_5",3.45243,20,"all",2.229,1
"11016_5",3.45243,21,"all",1.659,1
"11016_5",3.45243,22,"none",1.674,0
"11016_5",3.45243,23,"none",1.962,0
"11016_5",3.45243,24,"all",8.27,1
"11016_5",3.45243,25,"some",2.484,0
"11016_5",3.45243,26,"none",2.715,0
"11016_5",3.45243,27,"some",3.578,0
"11016_5",3.45243,28,"all",2.175,1
"11016_5",3.45243,29,"some",4.402,0
"11016_5",3.45243,30,"some",2.152,0
"11016_6",4.57495,1,"none",7.436,0
"11016_6",4.57495,2,"none",2.186,0
"11016_6",4.57495,3,"none",3.31,0
"11016_6",4.57495,4,"all",6.152,1
"11016_6",4.57495,5,"all",4.901,1
"11016_6",4.57495,6,"some",6.023,0
"11016_6",4.57495,7,"some",3.324,0
"11016_6",4.57495,8,"all",1.57,1
"11016_6",4.57495,9,"all",1.738,1
"11016_6",4.57495,10,"none",1.519,0
"11016_6",4.57495,11,"some",5.682,0
"11016_6",4.57495,12,"none",2.29,0
"11016_6",4.57495,13,"all",1.629,1
"11016_6",4.57495,14,"some",1.393,0
"11016_6",4.57495,15,"some",5.1,0
"11016_6",4.57495,16,"none",3.28,0
"11016_6",4.57495,17,"all",7.645,1
"11016_6",4.57495,18,"none",5.596,0
"11016_6",4.57495,19,"all",2.564,1
"11016_6",4.57495,20,"some",2.561,0
"11016_6",4.57495,21,"all",2.559,1
"11016_6",4.57495,22,"some",2.426,0
"11016_6",4.57495,23,"all",2.411,1
"11016_6",4.57495,24,"none",1.575,0
"11016_6",4.57495,25,"none",2.066,0
"11016_6",4.57495,26,"all",2.009,1
"11016_6",4.57495,27,"some",3.227,0
"11016_6",4.57495,28,"some",3.081,0
"11016_6",4.57495,29,"some",2.27,0
"11016_6",4.57495,30,"none",1.971,0
"11016_78&$""",4.48734,1,"all",12.358,1
"11016_78&$""",4.48734,2,"all",1.589,1
"11016_78&$""",4.48734,3,"none",13.464,0
"11016_78&$""",4.48734,4,"some",3.436,1
"11016_78&$""",4.48734,5,"none",5.346,0
"11016_78&$""",4.48734,6,"none",3.701,0
"11016_78&$""",4.48734,7,"all",3.07,1
"11016_78&$""",4.48734,8,"all",1.43,1
"11016_78&$""",4.48734,9,"some",1.641,1
"11016_78&$""",4.48734,10,"some",1.705,1
"11016_78&$""",4.48734,11,"all",3.718,1
"11016_78&$""",4.48734,12,"some",2.573,1
"11016_78&$""",4.48734,13,"none",2.667,0
"11016_78&$""",4.48734,14,"all",2.416,1
"11016_78&$""",4.48734,15,"all",4.031,1
"11016_78&$""",4.48734,16,"some",1.45,1
"11016_78&$""",4.48734,17,"none",3.624,0
"11016_78&$""",4.48734,18,"none",3.764,0
"11016_78&$""",4.48734,19,"none",3.962,0
"11016_78&$""",4.48734,20,"all",1.361,1
"11016_78&$""",4.48734,21,"some",7.375,0
"11016_78&$""",4.48734,22,"some",2.209,1
"11016_78&$""",4.48734,23,"some",1.905,1
"11016_78&$""",4.48734,24,"none",4.1,0
"11016_78&$""",4.48734,25,"all",2.221,1
"11016_78&$""",4.48734,26,"none",1.244,0
"11016_78&$""",4.48734,27,"some",2.976,1
"11016_78&$""",4.48734,28,"all",1.521,1
"11016_78&$""",4.48734,29,"none",2.301,0
"11016_78&$""",4.48734,30,"some",2.427,1
"11016_8",4.79671,1,"none",3.332,1
"11016_8",4.79671,2,"none",2.453,1
"11016_8",4.79671,3,"none",2.368,1
"11016_8",4.79671,4,"some",2.109,0
"11016_8",4.79671,5,"all",1.928,1
"11016_8",4.79671,6,"some",1.795,0
"11016_8",4.79671,7,"none",1.141,0
"11016_8",4.79671,8,"all",2.337,1
"11016_8",4.79671,9,"some",2.641,0
"11016_8",4.79671,10,"all",2.825,0
"11016_8",4.79671,11,"none",5.471,1
"11016_8",4.79671,12,"some",1.446,0
"11016_8",4.79671,13,"all",1.258,1
"11016_8",4.79671,14,"none",3.074,1
"11016_8",4.79671,15,"all",3.512,1
"11016_8",4.79671,16,"none",2.261,1
"11016_8",4.79671,17,"all",1.419,1
"11016_8",4.79671,18,"all",3.112,1
"11016_8",4.79671,19,"some",13.379,0
"11016_8",4.79671,20,"none",3.509,1
"11016_8",4.79671,21,"all",1.462,1
"11016_8",4.79671,22,"some",3.883,0
"11016_8",4.79671,23,"some",2.405,0
"11016_8",4.79671,24,"none",2.977,1
"11016_8",4.79671,25,"some",3.697,0
"11016_8",4.79671,26,"all",2.651,1
"11016_8",4.79671,27,"all",11.83,1
"11016_8",4.79671,28,"some",2.428,0
"11016_8",4.79671,29,"none",4.98,1
"11016_8",4.79671,30,"some",1.591,0
"11016_9",4.1807,1,"some",2.718,0
"11016_9",4.1807,2,"none",4.093,1
"11016_9",4.1807,3,"all",2.022,1
"11016_9",4.1807,4,"some",1.942,0
"11016_9",4.1807,5,"some",2.414,0
"11016_9",4.1807,6,"none",1.708,1
"11016_9",4.1807,7,"some",4.008,1
"11016_9",4.1807,8,"some",2.1,1
"11016_9",4.1807,9,"some",2.894,1
"11016_9",4.1807,10,"none",1.359,1
"11016_9",4.1807,11,"none",1.795,1
"11016_9",4.1807,12,"all",1.702,1
"11016_9",4.1807,13,"none",1.525,1
"11016_9",4.1807,14,"none",1.268,1
"11016_9",4.1807,15,"all",1.817,1
"11016_9",4.1807,16,"none",1.8,1
"11016_9",4.1807,17,"all",1.499,1
"11016_9",4.1807,18,"all",1.182,1
"11016_9",4.1807,19,"some",1.278,0
"11016_9",4.1807,20,"all",1.346,1
"11016_9",4.1807,21,"all",1.988,1
"11016_9",4.1807,22,"some",1.448,1
"11016_9",4.1807,23,"some",1.193,1
"11016_9",4.1807,24,"some",2.32,1
"11016_9",4.1807,25,"all",1.754,1
"11016_9",4.1807,26,"none",1.723,1
"11016_9",4.1807,27,"none",2.128,1
"11016_9",4.1807,28,"all",1.296,1
"11016_9",4.1807,29,"all",1.665,1
"11016_9",4.1807,30,"none",3.602,1
"11016_10",4.45722,1,"some",5.923,0
"11016_10",4.45722,2,"some",3.923,0
"11016_10",4.45722,3,"none",2.182,0
"11016_10",4.45722,4,"all",2.103,1
"11016_10",4.45722,5,"none",1.361,0
"11016_10",4.45722,6,"none",3.235,0
"11016_10",4.45722,7,"none",2.773,0
"11016_10",4.45722,8,"all",1.497,1
"11016_10",4.45722,9,"none",1.23,0
"11016_10",4.45722,10,"some",1.258,0
"11016_10",4.45722,11,"all",1.643,1
"11016_10",4.45722,12,"all",1.327,1
"11016_10",4.45722,13,"some",0.786,0
"11016_10",4.45722,14,"some",2.329,0
"11016_10",4.45722,15,"none",2.86,0
"11016_10",4.45722,16,"all",2.091,1
"11016_10",4.45722,17,"none",1.926,0
"11016_10",4.45722,18,"all",2.201,1
"11016_10",4.45722,19,"none",3.869,0
"11016_10",4.45722,20,"all",5.278,1
"11016_10",4.45722,21,"all",1.859,1
"11016_10",4.45722,22,"some",3.889,0
"11016_10",4.45722,23,"none",1.118,0
"11016_10",4.45722,24,"all",1.849,1
"11016_10",4.45722,25,"some",1.659,0
"11016_10",4.45722,26,"some",1.782,0
"11016_10",4.45722,27,"some",0.861,0
"11016_10",4.45722,28,"none",5.683,0
"11016_10",4.45722,29,"some",0.658,0
"11016_10",4.45722,30,"all",1.156,1
"11016_11",4.75838,1,"all",2.1,1
"11016_11",4.75838,2,"none",1.085,0
"11016_11",4.75838,3,"all",1.64,1
"11016_11",4.75838,4,"none",3.731,0
"11016_11",4.75838,5,"all",1.147,1
"11016_11",4.75838,6,"all",0.732,1
"11016_11",4.75838,7,"some",2.113,0
"11016_11",4.75838,8,"some",2.399,0
"11016_11",4.75838,9,"none",1.137,0
"11016_11",4.75838,10,"none",1.195,0
"11016_11",4.75838,11,"all",0.599,1
"11016_11",4.75838,12,"some",2.937,0
"11016_11",4.75838,13,"some",1.443,0
"11016_11",4.75838,14,"none",1.29,0
"11016_11",4.75838,15,"none",0.484,1
"11016_11",4.75838,16,"none",2.012,0
"11016_11",4.75838,17,"none",1.027,0
"11016_11",4.75838,18,"none",1.061,0
"11016_11",4.75838,19,"all",1.089,1
"11016_11",4.75838,20,"some",0.794,0
"11016_11",4.75838,21,"none",1.423,0
"11016_11",4.75838,22,"all",0.783,1
"11016_11",4.75838,23,"some",0.671,0
"11016_11",4.75838,24,"all",0.969,1
"11016_11",4.75838,25,"some",2.377,0
"11016_11",4.75838,26,"some",1.405,0
"11016_11",4.75838,27,"some",0.854,0
"11016_11",4.75838,28,"some",0.88,0
"11016_11",4.75838,29,"all",0.595,1
"11016_11",4.75838,30,"all",1.53,1
"11016_12",4.69268,1,"some",3.322,0
"11016_12",4.69268,2,"some",3.834,0
"11016_12",4.69268,3,"some",2.664,0
"11016_12",4.69268,4,"none",3.246,1
"11016_12",4.69268,5,"all",2.289,1
"11016_12",4.69268,6,"some",2.882,0
"11016_12",4.69268,7,"some",2.593,0
"11016_12",4.69268,8,"all",1.254,1
"11016_12",4.69268,9,"all",1.48,1
"11016_12",4.69268,10,"none",2.323,1
"11016_12",4.69268,11,"none",2.818,1
"11016_12",4.69268,12,"all",1.871,1
"11016_12",4.69268,13,"some",2.519,0
"11016_12",4.69268,14,"none",3.924,1
"11016_12",4.69268,15,"none",3.478,1
"11016_12",4.69268,16,"none",2.25,1
"11016_12",4.69268,17,"some",1.124,0
"11016_12",4.69268,18,"all",1.702,1
"11016_12",4.69268,19,"some",3.731,0
"11016_12",4.69268,20,"all",1.753,1
"11016_12",4.69268,21,"none",3.374,1
"11016_12",4.69268,22,"all",2.162,1
"11016_12",4.69268,23,"none",2.434,1
"11016_12",4.69268,24,"all",3.286,1
"11016_12",4.69268,25,"all",0.94,1
"11016_12",4.69268,26,"some",2.099,0
"11016_12",4.69268,27,"some",1.628,0
"11016_12",4.69268,28,"none",1.228,1
"11016_12",4.69268,29,"all",1.411,1
"11016_12",4.69268,30,"none",6.292,1
"Rs1",3.72074,1,"all",4.034,1
"Rs1",3.72074,2,"all",2.756,1
"Rs1",3.72074,3,"none",1.65,0
"Rs1",3.72074,4,"none",1.289,0
"Rs1",3.72074,5,"some",2.704,0
"Rs1",3.72074,6,"some",1.536,0
"Rs1",3.72074,7,"all",1.645,0
"Rs1",3.72074,8,"none",3.101,0
"Rs1",3.72074,9,"none",3.107,0
"Rs1",3.72074,10,"none",1.537,0
"Rs1",3.72074,11,"some",3.932,0
"Rs1",3.72074,12,"some",2.153,0
"Rs1",3.72074,13,"all",3.435,1
"Rs1",3.72074,15,"none",1.191,0
"Rs1",3.72074,16,"none",6.609,0
"Rs1",3.72074,17,"none",5.744,0
"Rs1",3.72074,18,"all",0.822,1
"Rs1",3.72074,19,"all",1.106,1
"Rs1",3.72074,20,"some",1.245,0
"Rs1",3.72074,21,"some",3.831,0
"Rs1",3.72074,22,"none",2.862,0
"Rs1",3.72074,23,"none",1.361,0
"Rs1",3.72074,24,"some",1.287,0
"Rs1",3.72074,25,"all",1.305,1
"Rs1",3.72074,26,"all",8.718,1
"Rs1",3.72074,27,"some",10.484,0
"Rs1",3.72074,28,"all",1.111,1
"Rs1",3.72074,29,"all",2.174,1
"Rs1",3.72074,30,"some",2.392,0
"Rs2",4.47639,1,"all",6.45,1
"Rs2",4.47639,2,"some",1.374,0
"Rs2",4.47639,3,"none",5.854,0
"Rs2",4.47639,4,"all",0.711,1
"Rs2",4.47639,5,"all",1.237,1
"Rs2",4.47639,6,"some",1.015,0
"Rs2",4.47639,7,"none",4.369,0
"Rs2",4.47639,8,"some",1.061,0
"Rs2",4.47639,9,"none",0.896,0
"Rs2",4.47639,10,"none",1.107,0
"Rs2",4.47639,11,"all",1.72,0
"Rs2",4.47639,12,"none",1.457,0
"Rs2",4.47639,13,"none",2.291,0
"Rs2",4.47639,14,"all",3.29,0
"Rs2",4.47639,15,"none",3.613,0
"Rs2",4.47639,16,"some",1.518,0
"Rs2",4.47639,17,"some",0.839,0
"Rs2",4.47639,18,"some",1.214,0
"Rs2",4.47639,19,"some",1.363,0
"Rs2",4.47639,20,"some",1.34,0
"Rs2",4.47639,22,"all",1.069,0
"Rs2",4.47639,23,"all",2.97,1
"Rs2",4.47639,24,"all",1.746,1
"Rs2",4.47639,25,"some",2.844,0
"Rs2",4.47639,26,"none",1.22,0
"Rs2",4.47639,27,"none",1.782,0
"Rs2",4.47639,29,"all",1.071,1
"Rs2",4.47639,30,"all",0.625,1
"Rs3",4.47639,1,"all",0.669,1
"Rs3",4.47639,2,"none",2.916,1
"Rs3",4.47639,3,"none",2.303,1
"Rs3",4.47639,4,"some",3.494,0
"Rs3",4.47639,5,"some",0.706,0
"Rs3",4.47639,6,"all",0.998,1
"Rs3",4.47639,7,"none",2.086,1
"Rs3",4.47639,8,"some",1.355,0
"Rs3",4.47639,9,"none",1.421,1
"Rs3",4.47639,10,"none",1.076,1
"Rs3",4.47639,11,"some",0.936,0
"Rs3",4.47639,12,"all",0.53,0
"Rs3",4.47639,13,"some",0.626,0
"Rs3",4.47639,14,"all",3.046,1
"Rs3",4.47639,15,"none",1.825,1
"Rs3",4.47639,16,"all",1.01,1
"Rs3",4.47639,17,"all",3.278,1
"Rs3",4.47639,18,"none",2.042,1
"Rs3",4.47639,19,"some",2.36,0
"Rs3",4.47639,20,"none",2.259,1
"Rs3",4.47639,21,"some",1.165,0
"Rs3",4.47639,22,"all",3.729,1
"Rs3",4.47639,23,"all",0.886,1
"Rs3",4.47639,24,"all",0.724,1
"Rs3",4.47639,25,"all",1.646,1
"Rs3",4.47639,26,"none",2.741,1
"Rs3",4.47639,27,"some",1.056,0
"Rs3",4.47639,28,"some",1.456,1
"Rs3",4.47639,29,"some",1.856,0
"Rs3",4.47639,30,"none",1.064,1
"Rs4",4.16701,2,"some",3.968,0
"Rs4",4.16701,3,"some",7.175,0
"Rs4",4.16701,4,"none",9.29,0
"Rs4",4.16701,5,"some",2.822,0
"Rs4",4.16701,6,"some",2.59,0
"Rs4",4.16701,7,"none",4.233,0
"Rs4",4.16701,8,"none",1.306,0
"Rs4",4.16701,9,"some",2.343,0
"Rs4",4.16701,10,"none",2.841,0
"Rs4",4.16701,11,"none",3.007,0
"Rs4",4.16701,12,"all",3.174,1
"Rs4",4.16701,13,"all",3.177,1
"Rs4",4.16701,14,"some",2.078,0
"Rs4",4.16701,15,"some",1.526,0
"Rs4",4.16701,16,"all",2.98,1
"Rs4",4.16701,17,"all",3.492,0
"Rs4",4.16701,18,"some",1.5,1
"Rs4",4.16701,19,"all",2.161,0
"Rs4",4.16701,20,"some",6.566,1
"Rs4",4.16701,21,"none",2.905,0
"Rs4",4.16701,22,"none",4.644,0
"Rs4",4.16701,23,"all",3.1,1
"Rs4",4.16701,24,"all",4.309,1
"Rs4",4.16701,25,"none",2.307,0
"Rs4",4.16701,26,"all",2.136,1
"Rs4",4.16701,27,"all",3.002,1
"Rs4",4.16701,28,"some",2.965,0
"Rs4",4.16701,29,"none",5.177,0
"Rs4",4.16701,30,"all",3.837,1
"Rs5",4.93908,1,"none",2.048,1
"Rs5",4.93908,2,"all",2.092,1
"Rs5",4.93908,3,"none",2.575,1
"Rs5",4.93908,4,"all",4.309,1
"Rs5",4.93908,5,"none",3.324,1
"Rs5",4.93908,6,"none",2.085,1
"Rs5",4.93908,7,"all",1.397,1
"Rs5",4.93908,8,"none",1.965,1
"Rs5",4.93908,9,"all",2.124,1
"Rs5",4.93908,10,"none",2.225,1
"Rs5",4.93908,11,"none",1.601,1
"Rs5",4.93908,12,"some",2.326,1
"Rs5",4.93908,13,"all",1.447,1
"Rs5",4.93908,14,"all",1.682,1
"Rs5",4.93908,15,"some",1.797,1
"Rs5",4.93908,16,"none",1.219,1
"Rs5",4.93908,17,"some",2.71,1
"Rs5",4.93908,18,"all",1.198,1
"Rs5",4.93908,19,"some",1.805,1
"Rs5",4.93908,20,"some",2.021,1
"Rs5",4.93908,21,"some",1.2,1
"Rs5",4.93908,22,"all",1.46,1
"Rs5",4.93908,23,"some",1.58,1
"Rs5",4.93908,24,"none",3.413,1
"Rs5",4.93908,25,"some",0.98,1
"Rs5",4.93908,26,"none",1.267,1
"Rs5",4.93908,27,"all",2.121,1
"Rs5",4.93908,28,"some",1.623,1
"Rs5",4.93908,29,"some",1.225,1
"Rs5",4.93908,30,"all",0.981,1
"Rs6",4.7666,1,"some",9.674,0
"Rs6",4.7666,2,"all",2.442,1
"Rs6",4.7666,3,"none",2.725,1
"Rs6",4.7666,4,"some",2.16,0
"Rs6",4.7666,5,"none",2.132,1
"Rs6",4.7666,6,"some",3.031,0
"Rs6",4.7666,7,"some",2.061,0
"Rs6",4.7666,8,"some",6.281,0
"Rs6",4.7666,9,"all",2.32,1
"Rs6",4.7666,10,"none",3.672,1
"Rs6",4.7666,11,"some",2.111,0
"Rs6",4.7666,12,"none",2.21,1
"Rs6",4.7666,13,"none",3.139,1
"Rs6",4.7666,14,"all",1.016,1
"Rs6",4.7666,15,"all",1.777,1
"Rs6",4.7666,16,"all",1.136,1
"Rs6",4.7666,17,"all",1.609,1
"Rs6",4.7666,18,"some",3.386,0
"Rs6",4.7666,19,"all",1.551,1
"Rs6",4.7666,20,"none",2.793,1
"Rs6",4.7666,21,"all",1.448,1
"Rs6",4.7666,22,"none",3.467,1
"Rs6",4.7666,23,"all",2.102,1
"Rs6",4.7666,24,"none",3.008,1
"Rs6",4.7666,25,"some",2.203,0
"Rs6",4.7666,26,"none",2.013,1
"Rs6",4.7666,27,"all",1.447,1
"Rs6",4.7666,28,"all",1.452,0
"Rs6",4.7666,29,"some",1.278,0
"Rs6",4.7666,30,"some",2.423,0
"Rs7",3.43874,2,"some",8.304,0
"Rs7",3.43874,4,"none",6.741,0
"Rs7",3.43874,5,"all",4.679,1
"Rs7",3.43874,6,"all",4.478,1
"Rs7",3.43874,7,"none",3.338,0
"Rs7",3.43874,8,"some",3.356,0
"Rs7",3.43874,9,"all",3.437,1
"Rs7",3.43874,10,"all",3.593,1
"Rs7",3.43874,11,"some",3.87,0
"Rs7",3.43874,12,"all",3.902,1
"Rs7",3.43874,13,"all",8.328,1
"Rs7",3.43874,14,"some",7.23,0
"Rs7",3.43874,16,"all",2.021,1
"Rs7",3.43874,17,"none",2.587,0
"Rs7",3.43874,18,"some",6.973,0
"Rs7",3.43874,19,"none",10.214,0
"Rs7",3.43874,20,"none",5.184,0
"Rs7",3.43874,21,"none",3.258,0
"Rs7",3.43874,23,"none",2.106,0
"Rs7",3.43874,24,"none",2.26,0
"Rs7",3.43874,25,"none",3.302,0
"Rs7",3.43874,26,"some",5.625,0
"Rs7",3.43874,27,"some",5.446,0
"Rs7",3.43874,28,"all",2.73,1
"Rs7",3.43874,29,"all",7.9,0
"11316_1",3.79466,1,"some",5.92,0
"11316_1",3.79466,2,"all",3.782,0
"11316_1",3.79466,3,"some",4.267,1
"11316_1",3.79466,4,"some",2.082,0
"11316_1",3.79466,5,"some",4.842,1
"11316_1",3.79466,6,"some",3.546,1
"11316_1",3.79466,7,"none",12.609,0
"11316_1",3.79466,8,"none",4.695,1
"11316_1",3.79466,9,"some",5.343,0
"11316_1",3.79466,10,"all",6.488,1
"11316_1",3.79466,11,"none",6.56,0
"11316_1",3.79466,12,"none",6.279,0
"11316_1",3.79466,13,"none",2.284,0
"11316_1",3.79466,14,"none",2.099,0
"11316_1",3.79466,15,"none",7.965,0
"11316_1",3.79466,16,"all",5.643,1
"11316_1",3.79466,17,"some",2.926,1
"11316_1",3.79466,18,"none",1.73,0
"11316_1",3.79466,19,"all",4.223,0
"11316_1",3.79466,20,"none",4.384,0
"11316_1",3.79466,21,"all",3.127,1
"11316_1",3.79466,22,"some",2.565,0
"11316_1",3.79466,23,"some",2.441,0
"11316_1",3.79466,24,"none",6.901,0
"11316_1",3.79466,25,"some",3.937,1
"11316_1",3.79466,26,"all",4.222,1
"11316_1",3.79466,27,"all",1.554,1
"11316_1",3.79466,28,"all",2.845,1
"11316_1",3.79466,29,"all",4.392,1
"11316_1",3.79466,30,"all",2.495,0
"11316_2",3.03901,2,"all",8.901,1
"11316_2",3.03901,4,"all",7.827,0
"11316_2",3.03901,5,"some",4.964,0
"11316_2",3.03901,6,"none",10.99,1
"11316_2",3.03901,7,"some",4.21,0
"11316_2",3.03901,8,"all",6.726,1
"11316_2",3.03901,9,"none",4.473,0
"11316_2",3.03901,10,"some",3.143,0
"11316_2",3.03901,11,"none",11.766,0
"11316_2",3.03901,12,"none",3.14,0
"11316_2",3.03901,13,"none",5.585,0
"11316_2",3.03901,14,"none",6.721,0
"11316_2",3.03901,15,"some",5.257,0
"11316_2",3.03901,16,"all",4.309,1
"11316_2",3.03901,17,"some",2.735,0
"11316_2",3.03901,18,"all",5.49,0
"11316_2",3.03901,19,"some",1.712,0
"11316_2",3.03901,23,"all",5.564,0
"11316_2",3.03901,24,"none",5.326,0
"11316_2",3.03901,25,"all",7.163,0
"11316_2",3.03901,26,"some",3.26,0
"11316_2",3.03901,27,"all",2.472,1
"11316_2",3.03901,28,"all",2.414,1
"11316_2",3.03901,29,"none",7.738,0
"11316_2",3.03901,30,"some",6.758,1
"11316_3",3.55099,1,"all",5.805,1
"11316_3",3.55099,2,"all",1.797,1
"11316_3",3.55099,3,"all",1.604,1
"11316_3",3.55099,4,"none",1.549,0
"11316_3",3.55099,5,"all",2.015,1
"11316_3",3.55099,6,"all",1.438,1
"11316_3",3.55099,8,"all",2.22,1
"11316_3",3.55099,9,"all",4.312,1
"11316_3",3.55099,11,"all",1.327,1
"11316_3",3.55099,12,"some",2.497,0
"11316_3",3.55099,13,"some",5.675,0
"11316_3",3.55099,14,"some",2.367,0
"11316_3",3.55099,15,"all",3.213,1
"11316_3",3.55099,17,"none",4.585,1
"11316_3",3.55099,18,"some",3.204,0
"11316_3",3.55099,19,"none",3.472,1
"11316_3",3.55099,20,"none",5.719,1
"11316_3",3.55099,21,"some",2.199,0
"11316_3",3.55099,22,"some",4.474,0
"11316_3",3.55099,23,"some",2.853,0
"11316_3",3.55099,24,"some",3.919,0
"11316_3",3.55099,25,"all",2.544,1
"11316_3",3.55099,26,"none",4.037,1
"11316_3",3.55099,27,"none",6.259,1
"11316_3",3.55099,28,"some",2.944,0
"11316_3",3.55099,29,"none",7.434,0
"11316_3",3.55099,30,"some",2.621,0
"11316_4",4.45448,1,"none",5.675,1
"11316_4",4.45448,2,"some",3.185,1
"11316_4",4.45448,3,"none",3.514,1
"11316_4",4.45448,4,"some",3.376,1
"11316_4",4.45448,5,"all",2.333,1
"11316_4",4.45448,6,"all",5.135,0
"11316_4",4.45448,7,"none",2.146,1
"11316_4",4.45448,8,"none",1.939,1
"11316_4",4.45448,9,"some",1.718,1
"11316_4",4.45448,10,"all",2.245,1
"11316_4",4.45448,11,"none",2.816,1
