"subj_idx","age","trial_num","trial_type","rt","response"
"11516_7",4.69815,9,"some",1.355,0
"11516_7",4.69815,10,"all",1.81,1
"11516_7",4.69815,11,"some",1.653,0
"11516_7",4.69815,12,"none",2.102,1
"11516_7",4.69815,13,"none",1.337,1
"11516_7",4.69815,14,"none",1.358,1
"11516_7",4.69815,15,"none",2.517,1
"11516_7",4.69815,16,"all",1.791,1
"11516_7",4.69815,17,"none",1.254,1
"11516_7",4.69815,18,"all",1.08,1
"11516_7",4.69815,19,"all",0.958,1
"11516_7",4.69815,20,"some",0.984,0
"11516_7",4.69815,21,"all",1.555,1
"11516_7",4.69815,22,"all",1.4,1
"11516_7",4.69815,23,"some",2.484,0
"11516_7",4.69815,24,"none",1.505,0
"11516_7",4.69815,25,"none",1.888,1
"11516_7",4.69815,26,"all",0.885,1
"11516_7",4.69815,27,"all",1.407,1
"11516_7",4.69815,28,"some",2.154,0
"11516_7",4.69815,29,"some",1.219,0
"11516_7",4.69815,30,"none",2.134,1
"11516_8",3.40862,1,"none",7.61,0
"11516_8",3.40862,2,"some",11.925,1
"11516_8",3.40862,3,"some",2.639,1
"11516_8",3.40862,4,"some",1.434,1
"11516_8",3.40862,5,"none",2.476,0
"11516_8",3.40862,6,"all",1.465,1
"11516_8",3.40862,7,"all",1.866,1
"11516_8",3.40862,8,"all",3.656,1
"11516_8",3.40862,9,"all",1.738,1
"11516_8",3.40862,10,"none",5.2,1
"11516_8",3.40862,11,"none",4.743,1
"11516_8",3.40862,12,"all",1.851,1
"11516_8",3.40862,13,"none",1.528,1
"11516_8",3.40862,14,"all",2.456,1
"11516_8",3.40862,15,"some",4.813,1
"11516_8",3.40862,16,"some",1.261,1
"11516_8",3.40862,17,"all",1.831,1
"11516_8",3.40862,18,"some",1.522,1
"11516_8",3.40862,19,"all",11.54,1
"11516_8",3.40862,20,"none",2.889,1
"11516_8",3.40862,21,"all",3.084,1
"11516_8",3.40862,22,"all",3.104,1
"11516_8",3.40862,23,"some",1.629,0
"11516_8",3.40862,24,"none",4.601,1
"11516_8",3.40862,25,"some",2.925,1
"11516_8",3.40862,26,"none",4.715,1
"11516_8",3.40862,27,"some",5.423,1
"11516_8",3.40862,28,"none",3.368,1
"11516_8",3.40862,29,"some",1.659,1
"11516_9",4.29295,1,"none",7.122,0
"11516_9",4.29295,2,"all",13.95,1
"11516_9",4.29295,3,"none",4.35,0
"11516_9",4.29295,4,"all",5.913,1
"11516_9",4.29295,5,"some",3.695,0
"11516_9",4.29295,6,"none",4.947,0
"11516_9",4.29295,7,"some",3.877,0
"11516_9",4.29295,8,"all",14.888,1
"11516_9",4.29295,9,"all",3.294,1
"11516_9",4.29295,10,"some",4.799,0
"11516_9",4.29295,11,"some",5.583,0
"11516_9",4.29295,12,"none",2.466,0
"11516_9",4.29295,13,"some",2.148,0
"11516_9",4.29295,14,"some",1.528,0
"11516_9",4.29295,15,"none",2.662,0
"11516_9",4.29295,16,"all",2.295,1
"11516_9",4.29295,17,"all",2.619,1
"11516_9",4.29295,18,"all",3.01,1
"11516_9",4.29295,19,"all",2.083,1
"11516_9",4.29295,20,"all",2.827,1
"11516_9",4.29295,21,"all",6.978,1
"11516_9",4.29295,22,"some",3.359,0
"11516_9",4.29295,23,"some",1.85,0
"11516_9",4.29295,24,"none",2.905,0
"11516_9",4.29295,25,"some",2.019,0
"11516_9",4.29295,26,"none",3.262,0
"11516_9",4.29295,27,"none",3.053,0
"11516_9",4.29295,28,"none",3.12,0
"11516_9",4.29295,29,"none",2.383,0
"11516_9",4.29295,30,"some",2.617,0
"11516_10",5.86721,1,"some",5.765,0
"11516_10",5.86721,2,"some",1.989,0
"11516_10",5.86721,3,"some",1.103,0
"11516_10",5.86721,4,"none",3.389,0
"11516_10",5.86721,5,"none",3.653,1
"11516_10",5.86721,6,"all",1.241,1
"11516_10",5.86721,7,"some",1.726,0
"11516_10",5.86721,8,"none",3.467,1
"11516_10",5.86721,9,"all",1.064,1
"11516_10",5.86721,10,"all",1.65,1
"11516_10",5.86721,11,"none",3.793,1
"11516_10",5.86721,12,"none",2.983,1
"11516_10",5.86721,13,"none",2.088,1
"11516_10",5.86721,14,"none",1.815,1
"11516_10",5.86721,15,"none",2.521,1
"11516_10",5.86721,16,"some",2.319,1
"11516_10",5.86721,17,"all",2.042,1
"11516_10",5.86721,18,"some",2.012,1
"11516_10",5.86721,19,"some",2.125,1
"11516_10",5.86721,20,"all",1.24,1
"11516_10",5.86721,21,"none",3.153,1
"11516_10",5.86721,22,"some",1.971,1
"11516_10",5.86721,23,"all",1.67,0
"11516_10",5.86721,24,"all",1.705,1
"11516_10",5.86721,25,"all",1.578,1
"11516_10",5.86721,26,"some",2.358,1
"11516_10",5.86721,27,"all",1.398,1
"11516_10",5.86721,28,"none",2.906,1
"11516_10",5.86721,29,"all",1.318,1
"11516_10",5.86721,30,"some",1.766,1
"11516_11",5.33333,1,"none",3.763,1
"11516_11",5.33333,2,"all",2.401,1
"11516_11",5.33333,3,"none",1.842,0
"11516_11",5.33333,4,"all",3.84,0
"11516_11",5.33333,5,"some",1.551,0
"11516_11",5.33333,6,"some",1.85,0
"11516_11",5.33333,7,"some",1.735,0
"11516_11",5.33333,8,"none",1.446,0
"11516_11",5.33333,9,"all",2.82,1
"11516_11",5.33333,10,"all",1.159,1
"11516_11",5.33333,11,"all",1.594,1
"11516_11",5.33333,12,"none",1.768,0
"11516_11",5.33333,13,"none",1.462,0
"11516_11",5.33333,14,"none",2.798,0
"11516_11",5.33333,15,"some",2.587,0
"11516_11",5.33333,16,"all",1.691,1
"11516_11",5.33333,17,"some",5.548,0
"11516_11",5.33333,18,"none",1.328,0
"11516_11",5.33333,19,"some",1.644,0
"11516_11",5.33333,20,"some",1.831,0
"11516_11",5.33333,21,"none",1.034,0
"11516_11",5.33333,22,"some",1.551,0
"11516_11",5.33333,23,"none",1.477,0
"11516_11",5.33333,24,"some",1.575,0
"11516_11",5.33333,25,"all",1.351,1
"11516_11",5.33333,26,"all",1.536,1
"11516_11",5.33333,27,"all",2.354,1
"11516_11",5.33333,28,"all",1.924,1
"11516_11",5.33333,29,"some",2.398,0
"11516_11",5.33333,30,"none",1.766,0
"11516_12",5.46749,1,"some",2.468,0
"11516_12",5.46749,2,"none",4.44,1
"11516_12",5.46749,3,"all",1.098,1
"11516_12",5.46749,4,"all",1.825,1
"11516_12",5.46749,5,"some",2.521,1
"11516_12",5.46749,6,"none",3.848,1
"11516_12",5.46749,7,"some",1.153,1
"11516_12",5.46749,8,"all",1.41,1
"11516_12",5.46749,9,"all",3.196,1
"11516_12",5.46749,10,"some",1.444,1
"11516_12",5.46749,11,"all",1.949,1
"11516_12",5.46749,12,"all",1.023,1
"11516_12",5.46749,13,"none",4.113,1
"11516_12",5.46749,14,"none",2.718,1
"11516_12",5.46749,15,"some",2.682,1
"11516_12",5.46749,16,"some",2.638,1
"11516_12",5.46749,17,"none",1.808,1
"11516_12",5.46749,18,"all",1.32,1
"11516_12",5.46749,19,"some",2.895,1
"11516_12",5.46749,20,"some",1.01,1
"11516_12",5.46749,21,"none",4.363,1
"11516_12",5.46749,22,"none",1.983,1
"11516_12",5.46749,24,"all",1.011,1
"11516_12",5.46749,25,"all",1.285,1
"11516_12",5.46749,26,"none",1.876,1
"11516_12",5.46749,27,"none",1.419,1
"11516_12",5.46749,28,"none",2.571,1
"11516_12",5.46749,29,"some",1.723,1
"11516_12",5.46749,30,"all",1.644,1
"11516_13",5.92197,1,"some",4.208,0
"11516_13",5.92197,2,"some",2.459,0
"11516_13",5.92197,3,"all",1.819,1
"11516_13",5.92197,4,"all",3.504,1
"11516_13",5.92197,5,"none",2.686,1
"11516_13",5.92197,6,"all",1.066,1
"11516_13",5.92197,7,"some",1.451,0
"11516_13",5.92197,8,"some",2.053,0
"11516_13",5.92197,9,"all",1.165,1
"11516_13",5.92197,10,"some",1.389,0
"11516_13",5.92197,11,"none",2.074,1
"11516_13",5.92197,12,"none",1.707,1
"11516_13",5.92197,13,"none",2.219,1
"11516_13",5.92197,14,"all",1.524,1
"11516_13",5.92197,15,"some",0.934,0
"11516_13",5.92197,16,"none",1.006,1
"11516_13",5.92197,17,"all",1.591,1
"11516_13",5.92197,18,"some",1.561,0
"11516_13",5.92197,19,"some",1.392,0
"11516_13",5.92197,20,"all",2.531,1
"11516_13",5.92197,21,"all",1.017,1
"11516_13",5.92197,22,"none",1.512,1
"11516_13",5.92197,23,"none",1.361,1
"11516_13",5.92197,24,"none",1.919,1
"11516_13",5.92197,25,"all",1.802,0
"11516_13",5.92197,26,"some",1.42,0
"11516_13",5.92197,27,"none",1.558,1
"11516_13",5.92197,28,"all",0.769,1
"11516_13",5.92197,29,"none",0.945,1
"11516_13",5.92197,30,"some",1.404,0
"11516_14",4.14784,1,"all",7.72,0
"11516_14",4.14784,2,"all",1.686,1
"11516_14",4.14784,3,"some",1.894,0
"11516_14",4.14784,4,"none",1.476,0
"11516_14",4.14784,5,"some",7.393,1
"11516_14",4.14784,6,"some",2.091,0
"11516_14",4.14784,7,"none",1.362,0
"11516_14",4.14784,8,"none",1.347,0
"11516_14",4.14784,9,"all",4.803,0
"11516_14",4.14784,10,"all",3.735,1
"11516_14",4.14784,11,"all",1.391,1
"11516_14",4.14784,12,"all",7.21,1
"11516_14",4.14784,13,"none",7.305,0
"11516_14",4.14784,14,"some",1.673,0
"11516_14",4.14784,15,"some",1.908,0
"11516_14",4.14784,16,"some",5.107,0
"11516_14",4.14784,17,"all",2.534,1
"11516_14",4.14784,18,"all",1.211,1
"11516_14",4.14784,19,"some",3.012,0
"11516_14",4.14784,20,"all",10.964,0
"11516_14",4.14784,21,"none",3.11,0
"11516_14",4.14784,22,"some",2.454,1
"11516_14",4.14784,23,"some",4.436,0
"11516_14",4.14784,24,"none",2.373,0
"11516_15",3.61944,1,"all",3.254,0
"11516_15",3.61944,2,"none",4.527,0
"11516_15",3.61944,3,"none",1.774,0
"11516_15",3.61944,4,"none",1.043,0
"11516_15",3.61944,5,"none",1.361,0
"11516_15",3.61944,6,"some",11.673,0
"11516_15",3.61944,7,"none",1.751,0
"11516_15",3.61944,8,"all",2.064,1
"11516_15",3.61944,9,"none",2.391,0
"11516_15",3.61944,10,"none",1.484,0
"11516_15",3.61944,11,"some",1.194,1
"11516_15",3.61944,12,"all",2.053,1
"11516_15",3.61944,13,"some",1.029,0
"11516_15",3.61944,14,"all",2.516,1
"11516_15",3.61944,15,"all",2.349,1
"11516_15",3.61944,16,"none",5.013,1
"11516_15",3.61944,17,"some",1.127,0
"11516_15",3.61944,18,"all",1.335,1
"11516_15",3.61944,19,"some",1.514,0
"11516_15",3.61944,20,"some",7.551,1
"11516_15",3.61944,21,"none",2.059,0
"11516_15",3.61944,22,"some",2.58,0
"11516_15",3.61944,23,"some",1.014,0
"11516_15",3.61944,24,"all",2.193,1
"11516_15",3.61944,25,"some",3.424,1
"11516_15",3.61944,26,"all",3.244,1
"11516_15",3.61944,27,"some",1.922,0
"11516_15",3.61944,28,"none",1.846,0
"11516_15",3.61944,29,"all",1.638,1
"11516_15",3.61944,30,"all",3.607,1
"11716_1",4.91718,1,"some",2.504,1
"11716_1",4.91718,2,"none",7.673,1
"11716_1",4.91718,3,"none",2.622,1
"11716_1",4.91718,4,"none",2.226,1
"11716_1",4.91718,5,"some",1.938,1
"11716_1",4.91718,6,"none",1.605,1
"11716_1",4.91718,7,"none",5.335,1
"11716_1",4.91718,8,"all",2.139,1
"11716_1",4.91718,9,"none",1.806,1
"11716_1",4.91718,10,"some",3.048,1
"11716_1",4.91718,11,"some",1.689,1
"11716_1",4.91718,12,"all",1.869,1
"11716_1",4.91718,13,"all",1.406,1
"11716_1",4.91718,14,"some",2.891,1
"11716_1",4.91718,15,"all",1.788,1
"11716_1",4.91718,16,"none",1.802,1
"11716_1",4.91718,17,"all",1.055,1
"11716_1",4.91718,18,"some",2.219,1
"11716_1",4.91718,19,"all",2.334,1
"11716_1",4.91718,20,"some",1.161,0
"11716_1",4.91718,21,"all",1.162,1
"11716_1",4.91718,22,"all",1.194,1
"11716_1",4.91718,23,"none",3.179,1
"11716_1",4.91718,24,"some",1.622,1
"11716_1",4.91718,25,"none",1.608,0
"11716_1",4.91718,26,"some",3.049,1
"11716_1",4.91718,27,"none",1.817,1
"11716_1",4.91718,28,"some",1.919,1
"11716_1",4.91718,29,"all",1.252,1
"11716_1",4.91718,30,"all",0.962,1
"11716_2",4.73922,1,"none",2.551,1
"11716_2",4.73922,2,"some",2.849,0
"11716_2",4.73922,3,"all",1.813,1
"11716_2",4.73922,4,"some",3.496,1
"11716_2",4.73922,5,"none",3.386,1
"11716_2",4.73922,6,"all",3.574,1
"11716_2",4.73922,7,"all",2.246,1
"11716_2",4.73922,8,"none",8.033,1
"11716_2",4.73922,9,"some",5.489,1
"11716_2",4.73922,10,"some",8.039,1
"11716_2",4.73922,11,"none",2.807,1
"11716_2",4.73922,12,"some",13.09,1
"11716_2",4.73922,13,"all",6.71,1
"11716_2",4.73922,14,"all",3.188,1
"11716_2",4.73922,15,"none",3.439,1
"11716_2",4.73922,16,"all",1.607,1
"11716_2",4.73922,17,"all",1.861,1
"11716_2",4.73922,18,"some",7.377,1
"11716_2",4.73922,19,"all",1.678,1
"11716_2",4.73922,20,"some",6.426,1
"11716_2",4.73922,21,"some",3.287,1
"11716_2",4.73922,22,"none",4.392,1
"11716_2",4.73922,23,"none",2.544,1
"11716_2",4.73922,24,"some",2.491,1
"11716_2",4.73922,25,"some",2.145,1
"11716_2",4.73922,26,"none",1.322,1
"11716_2",4.73922,27,"none",2.408,1
"11716_2",4.73922,28,"none",3.692,1
"11716_2",4.73922,29,"all",2.88,0
"11716_2",4.73922,30,"all",3.098,1
"11617_3",3.70431,1,"some",6.17,0
"11617_3",3.70431,2,"some",6.959,0
"11617_3",3.70431,3,"all",4.341,1
"11617_3",3.70431,4,"some",6.782,0
"11617_3",3.70431,5,"all",3.898,1
"11617_3",3.70431,6,"all",6.064,1
"11617_3",3.70431,7,"some",7.243,0
"11617_3",3.70431,8,"none",12.287,0
"11617_3",3.70431,9,"some",7.858,0
"11617_3",3.70431,10,"none",10.757,0
"11617_3",3.70431,11,"some",8.795,0
"11617_3",3.70431,12,"all",3.615,1
"11617_3",3.70431,13,"all",5.653,1
"11617_3",3.70431,14,"some",9.39,1
"11617_3",3.70431,15,"none",12.278,0
"11617_3",3.70431,16,"all",4.991,1
"11617_3",3.70431,17,"none",6.288,0
"11617_3",3.70431,18,"none",13.131,0
"11617_3",3.70431,19,"all",3.852,1
"11617_3",3.70431,20,"all",5.006,1
"11617_3",3.70431,21,"none",7.604,0
"11617_3",3.70431,22,"some",8.64,0
"11617_3",3.70431,23,"all",14.634,1
"11617_3",3.70431,24,"all",2.347,1
"11617_3",3.70431,25,"none",5.003,0
"11617_3",3.70431,26,"none",3.753,0
"11617_3",3.70431,27,"none",6.578,0
"11617_3",3.70431,28,"some",5.973,0
"11617_3",3.70431,29,"none",10.484,0
"11617_3",3.70431,30,"some",9.834,0
"11716_4",3.22793,1,"some",14.494,1
"11716_4",3.22793,2,"all",8.186,0
"11716_4",3.22793,3,"all",6.558,1
"11716_4",3.22793,4,"some",6.954,0
"11716_4",3.22793,5,"some",8.531,0
"11716_4",3.22793,6,"all",5.044,1
"11716_4",3.22793,7,"some",4.753,0
"11716_4",3.22793,8,"none",6.726,0
"11716_4",3.22793,9,"none",3.173,0
"11716_4",3.22793,10,"none",5.537,0
"11716_4",3.22793,11,"some",5.564,0
"11716_4",3.22793,12,"none",4.441,0
"11716_4",3.22793,13,"some",5.155,0
"11716_4",3.22793,14,"all",4.012,1
"11716_4",3.22793,15,"all",5.388,1
"11716_4",3.22793,16,"none",4.913,0
"11716_4",3.22793,17,"some",4.134,0
"11716_4",3.22793,18,"none",3.486,0
"11716_4",3.22793,19,"some",4.388,0
"11716_4",3.22793,20,"all",3.618,1
"11716_4",3.22793,21,"all",4.804,1
"11716_4",3.22793,22,"none",4.941,0
"11716_4",3.22793,23,"none",4.324,0
"11716_4",3.22793,24,"all",3.531,1
"11716_4",3.22793,25,"some",4.01,0
"11716_4",3.22793,26,"all",6.417,1
"11716_4",3.22793,27,"none",3.795,0
"11716_4",3.22793,28,"some",3.469,0
"11716_4",3.22793,29,"none",3.523,0
"11716_4",3.22793,30,"all",3.319,1
"11617_5",4.34771,1,"some",3.88,0
"11617_5",4.34771,2,"all",4.97,1
"11617_5",4.34771,3,"all",2.462,0
"11617_5",4.34771,4,"none",9.26,0
"11617_5",4.34771,5,"none",2.943,0
"11617_5",4.34771,6,"some",3.734,0
"11617_5",4.34771,7,"none",2.445,1
"11617_5",4.34771,8,"all",2.101,1
"11617_5",4.34771,9,"some",1.326,0
"11617_5",4.34771,10,"some",2.206,0
"11617_5",4.34771,11,"all",1.911,1
"11617_5",4.34771,12,"some",1.732,0
"11617_5",4.34771,13,"some",0.989,0
"11617_5",4.34771,14,"none",1.689,1
"11617_5",4.34771,15,"none",1.911,0
"11617_5",4.34771,16,"all",0.82,1
"11617_5",4.34771,17,"some",2.193,0
"11617_5",4.34771,18,"some",2.317,0
"11617_5",4.34771,19,"none",1.581,0
"11617_5",4.34771,20,"all",1.547,0
"11617_5",4.34771,21,"some",1.583,0
"11617_5",4.34771,22,"all",1.847,1
"11617_5",4.34771,23,"all",2.278,1
"11617_5",4.34771,24,"none",2.166,0
"11617_5",4.34771,25,"some",1.332,0
"11617_5",4.34771,26,"all",1.452,1
"11617_5",4.34771,27,"none",2.364,0
"11617_5",4.34771,28,"all",2.101,0
"11617_5",4.34771,29,"none",1.961,0
"11617_5",4.34771,30,"none",3.973,0
"11617_6",5.62628,1,"all",2.942,1
"11617_6",5.62628,2,"all",2.092,1
"11617_6",5.62628,3,"all",1.342,1
"11617_6",5.62628,4,"all",1.475,1
"11617_6",5.62628,5,"some",9.07,0
"11617_6",5.62628,6,"none",3.611,1
"11617_6",5.62628,7,"all",4.179,1
"11617_6",5.62628,8,"all",2.985,1
"11617_6",5.62628,9,"some",1.253,0
"11617_6",5.62628,10,"all",1.771,1
"11617_6",5.62628,11,"none",13.144,1
"11617_6",5.62628,12,"some",6.629,0
"11617_6",5.62628,13,"some",4.007,0
"11617_6",5.62628,14,"some",1.435,0
"11617_6",5.62628,15,"none",2.235,1
"11617_6",5.62628,16,"none",4.287,1
"11617_6",5.62628,17,"some",3.341,0
"11617_6",5.62628,18,"none",3.475,1
"11617_6",5.62628,19,"all",6.013,1
"11617_6",5.62628,20,"some",1.153,0
"11617_6",5.62628,21,"none",8.07,1
"11617_6",5.62628,22,"all",1.257,1
"11617_6",5.62628,23,"none",1.603,1
"11617_6",5.62628,24,"some",0.972,0
"11617_6",5.62628,25,"some",0.971,0
"11617_6",5.62628,26,"none",3.374,1
"11617_6",5.62628,27,"all",1.103,1
"11617_6",5.62628,28,"some",1.39,0
"11617_6",5.62628,29,"none",3.397,1
"11617_6",5.62628,30,"none",6.265,1
"11716_7",5.62628,1,"all",1.913,1
"11716_7",5.62628,2,"none",2.957,1
"11716_7",5.62628,3,"all",1.765,1
"11716_7",5.62628,4,"all",1.125,1
"11716_7",5.62628,5,"all",2.283,1
"11716_7",5.62628,6,"all",3.037,1
"11716_7",5.62628,7,"some",2.551,1
"11716_7",5.62628,8,"some",2.37,1
"11716_7",5.62628,9,"all",0.835,1
"11716_7",5.62628,10,"none",1.121,1
"11716_7",5.62628,11,"some",3.493,1
"11716_7",5.62628,12,"some",0.446,1
"11716_7",5.62628,13,"some",2.2,1
"11716_7",5.62628,14,"none",5.907,1
"11716_7",5.62628,15,"all",1.482,1
"11716_7",5.62628,16,"none",1.559,1
"11716_7",5.62628,17,"none",3.885,1
"11716_7",5.62628,18,"all",4.899,1
"11716_7",5.62628,19,"none",2.082,1
"11716_7",5.62628,20,"none",3.678,1
"11716_7",5.62628,21,"some",1.511,1
"11716_7",5.62628,22,"some",1.19,1
"11716_7",5.62628,23,"none",1.905,1
"11716_7",5.62628,24,"all",1.085,1
"11716_7",5.62628,25,"all",1.091,0
"11716_7",5.62628,26,"none",3.878,0
"11716_7",5.62628,27,"none",2.962,1
"11716_7",5.62628,28,"some",2.662,1
"11716_7",5.62628,29,"some",3.638,1
"11716_7",5.62628,30,"all",2.512,1
"11716_8",3.98905,1,"none",13.584,0
"11716_8",3.98905,3,"all",1.724,0
"11716_8",3.98905,4,"all",1.451,0
"11716_8",3.98905,5,"none",2.006,0
"11716_8",3.98905,6,"some",4.055,0
"11716_8",3.98905,7,"some",2.607,0
"11716_8",3.98905,8,"some",4.071,1
"11716_8",3.98905,9,"none",4.262,0
"11716_8",3.98905,10,"some",1.641,0
"11716_8",3.98905,11,"all",1.559,1
"11716_8",3.98905,12,"all",2.42,1
"11716_8",3.98905,13,"all",2.69,1
"11716_8",3.98905,14,"some",2.105,0
"11716_8",3.98905,15,"some",1.992,0
"11716_8",3.98905,16,"none",2.411,0
"11716_8",3.98905,17,"some",3.123,0
"11716_8",3.98905,18,"none",2.622,0
"11716_8",3.98905,19,"all",4.399,0
"11716_8",3.98905,20,"some",1.045,0
"11716_8",3.98905,21,"all",1.561,0
"11716_8",3.98905,23,"none",0.686,0
"11716_8",3.98905,24,"some",2.367,0
"11716_8",3.98905,25,"none",4.41,0
"11716_8",3.98905,26,"all",3.448,0
"11716_8",3.98905,27,"some",2.254,1
"11716_8",3.98905,28,"all",3.725,0
"11716_8",3.98905,29,"all",3.095,0
"11716_8",3.98905,30,"none",4.53,1
"11716_9",4.02738,1,"all",3.063,1
"11716_9",4.02738,2,"none",6.704,0
"11716_9",4.02738,3,"some",3.574,1
"11716_9",4.02738,4,"none",2.305,0
"11716_9",4.02738,5,"some",2.822,1
"11716_9",4.02738,6,"some",2.603,0
"11716_9",4.02738,7,"some",2.259,1
"11716_9",4.02738,8,"some",2.236,0
"11716_9",4.02738,9,"all",3.513,0
"11716_9",4.02738,10,"all",4.163,0
"11716_9",4.02738,11,"all",3.644,1
"11716_9",4.02738,12,"none",8.729,0
"11716_9",4.02738,13,"none",1.784,0
"11716_9",4.02738,14,"none",1.671,0
"11716_9",4.02738,15,"all",1.34,1
"11716_9",4.02738,16,"none",1.473,0
"11716_9",4.02738,17,"all",2.024,0
"11716_9",4.02738,18,"some",2.384,1
"11716_9",4.02738,19,"all",1.633,0
"11716_9",4.02738,20,"some",2.838,0
"11716_9",4.02738,21,"none",4.063,0
"11716_9",4.02738,22,"all",2.216,0
"11716_9",4.02738,23,"none",3.695,0
"11716_9",4.02738,24,"some",2.058,0
"11716_9",4.02738,25,"none",2.288,0
"11716_9",4.02738,26,"all",2.044,1
"11716_9",4.02738,27,"some",2.909,0
"11716_9",4.02738,28,"some",3.194,1
"11716_9",4.02738,29,"none",1.891,0
"11716_9",4.02738,30,"all",2.233,0
"11716_10",3.92882,1,"none",1.195,0
"11716_10",3.92882,5,"none",3.453,0
"11716_10",3.92882,6,"some",1.47,0
"11716_10",3.92882,7,"all",2.13,1
"11716_10",3.92882,8,"some",2.914,1
"11716_10",3.92882,9,"none",3.815,0
"11716_10",3.92882,10,"some",4.541,0
"11716_10",3.92882,11,"some",2.786,0
"11716_10",3.92882,12,"none",1.642,1
"11716_10",3.92882,13,"none",2.421,0
"11716_10",3.92882,14,"none",4.448,1
"11716_10",3.92882,15,"none",3.399,0
"11716_10",3.92882,16,"all",3.108,0
"11716_10",3.92882,17,"none",1.797,0
"11716_10",3.92882,18,"some",0.494,1
"11716_10",3.92882,19,"all",3.037,0
"11716_10",3.92882,20,"some",3.785,0
"11716_10",3.92882,21,"none",6.517,0
"11716_10",3.92882,22,"all",5.391,1
"11716_10",3.92882,23,"some",5.301,0
"11716_10",3.92882,24,"all",5.036,1
"11716_10",3.92882,25,"all",3.87,0
"11716_10",3.92882,26,"all",2.194,1
"11716_10",3.92882,27,"some",5.798,0
"11716_10",3.92882,28,"all",5.48,1
"11716_10",3.92882,29,"some",6.391,1
"11716_10",3.92882,30,"none",4.35,0
"11716_11",3.91513,1,"all",8.476,1
"11716_11",3.91513,2,"all",2.54,1
"11716_11",3.91513,3,"all",1.983,1
"11716_11",3.91513,4,"some",2.723,0
"11716_11",3.91513,5,"some",2.274,0
"11716_11",3.91513,6,"none",6.462,0
"11716_11",3.91513,7,"all",1.679,1
"11716_11",3.91513,8,"all",1.7,1
"11716_11",3.91513,9,"none",6.457,0
"11716_11",3.91513,10,"all",1.661,1
"11716_11",3.91513,11,"some",1.284,0
"11716_11",3.91513,12,"some",1.554,0
"11716_11",3.91513,13,"some",7.92,0
"11716_11",3.91513,14,"all",6.337,1
"11716_11",3.91513,15,"none",2.207,0
"11716_11",3.91513,16,"none",1.908,0
"11716_11",3.91513,17,"all",2.319,1
"11716_11",3.91513,18,"some",5.844,0
"11716_11",3.91513,19,"none",4.229,0
"11716_11",3.91513,20,"none",3.267,0
"11716_11",3.91513,21,"none",2.849,0
"11716_11",3.91513,22,"all",2.99,1
"11716_11",3.91513,23,"none",1.697,0
"11716_11",3.91513,24,"some",3.732,0
"11716_11",3.91513,25,"none",2.104,0
"11716_11",3.91513,26,"all",1.179,1
"11716_11",3.91513,27,"none",1.618,0
"11716_11",3.91513,28,"some",1.747,0
"11716_11",3.91513,29,"some",2.098,0
"11716_11",3.91513,30,"some",1.784,0
"11716_12",6.44764,1,"all",2.072,1
"11716_12",6.44764,2,"some",1.17,1
"11716_12",6.44764,3,"some",1.669,1
"11716_12",6.44764,4,"some",3.527,1
"11716_12",6.44764,5,"none",6.88,1
"11716_12",6.44764,6,"some",1.595,1
"11716_12",6.44764,7,"some",1.166,1
"11716_12",6.44764,8,"none",2.657,1
"11716_12",6.44764,9,"all",2.177,1
"11716_12",6.44764,10,"none",2.046,1
"11716_12",6.44764,11,"all",1.056,1
"11716_12",6.44764,12,"some",2.145,1
"11716_12",6.44764,13,"none",1.571,1
"11716_12",6.44764,14,"all",1.491,1
"11716_12",6.44764,15,"all",1.587,1
"11716_12",6.44764,16,"some",3.522,1
"11716_12",6.44764,17,"none",1.817,1
"11716_12",6.44764,18,"none",1.632,1
"11716_12",6.44764,19,"all",2.944,1
"11716_12",6.44764,20,"some",2.223,1
"11716_12",6.44764,21,"none",1.784,1
"11716_12",6.44764,22,"all",1.485,1
"11716_12",6.44764,23,"none",2.766,1
"11716_12",6.44764,24,"all",3.07,1
"11716_12",6.44764,25,"none",2.199,1
"11716_12",6.44764,26,"some",2.151,1
"11716_12",6.44764,27,"some",2.343,1
"11716_12",6.44764,28,"all",3.129,1
"11716_12",6.44764,29,"none",2.153,1
"11716_12",6.44764,30,"all",2.17,1
"11716_13",5.0486,1,"some",6.147,0
"11716_13",5.0486,2,"some",3.5,0
"11716_13",5.0486,3,"none",6.652,0
"11716_13",5.0486,4,"some",1.249,0
"11716_13",5.0486,5,"none",3.848,0
"11716_13",5.0486,6,"all",4.779,1
"11716_13",5.0486,7,"some",1.633,0
"11716_13",5.0486,8,"some",1.352,0
"11716_13",5.0486,9,"all",1.294,1
"11716_13",5.0486,10,"all",1.512,1
"11716_13",5.0486,11,"all",1.408,1
"11716_13",5.0486,12,"all",2.031,1
"11716_13",5.0486,13,"all",1.582,1
"11716_13",5.0486,14,"some",1.38,0
"11716_13",5.0486,15,"none",2.407,0
"11716_13",5.0486,16,"all",2.146,1
"11716_13",5.0486,17,"none",1.456,0
"11716_13",5.0486,18,"none",1.175,0
"11716_13",5.0486,19,"none",1.245,0
"11716_13",5.0486,20,"some",1.13,0
"11716_13",5.0486,21,"none",1.607,1
"11716_13",5.0486,22,"some",1.742,0
"11716_13",5.0486,23,"some",1.592,0
"11716_13",5.0486,24,"all",1.498,1
"11716_13",5.0486,25,"none",1.548,0
"11716_13",5.0486,26,"none",1.443,0
